"Comas";"Ile";"TrancheAge";"Sexe";"CSP";"StatutMarital";"StatutOccupation";"StatutMaritalFreq";"AgeMin";"AgeMax"
"Arutua";"Arutua";"30 - 39 ans";"Femme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,450980392156863;30;39
"Arutua";"Arutua";"30 - 39 ans";"Homme";"Agriculteurs exploitants";"Marié(e)";"Propriétaire du sol et du logement";0,219178082191781;30;39
"Arutua";"Arutua";"30 - 39 ans";"Homme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0547945205479452;30;39
"Arutua";"Arutua";"30 - 39 ans";"Homme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,0547945205479452;30;39
"Arutua";"Arutua";"30 - 39 ans";"Homme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,410958904109589;30;39
"Arutua";"Arutua";"30 - 39 ans";"Homme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,26027397260274;30;39
"Arutua";"Arutua";"40 - 49 ans";"Femme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,117647058823529;40;49
"Arutua";"Arutua";"40 - 49 ans";"Femme";"Artisans, commerçants et chefs d'entreprise";"Marié(e)";"Propriétaire du sol et du logement";0,117647058823529;40;49
"Arutua";"Arutua";"40 - 49 ans";"Femme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,117647058823529;40;49
"Arutua";"Arutua";"40 - 49 ans";"Femme";"Ouvriers";"Marié(e)";"Propriétaire du sol et du logement";0,117647058823529;40;49
"Arutua";"Arutua";"40 - 49 ans";"Femme";"Professions intermédiaires";"Marié(e)";"Propriétaire du sol et du logement";0,0588235294117647;40;49
"Arutua";"Arutua";"40 - 49 ans";"Femme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,470588235294118;40;49
"Arutua";"Arutua";"40 - 49 ans";"Homme";"Agriculteurs exploitants";"Marié(e)";"Propriétaire du sol et du logement";0,386363636363636;40;49
"Arutua";"Arutua";"40 - 49 ans";"Homme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,113636363636364;40;49
"Arutua";"Arutua";"40 - 49 ans";"Homme";"Employés";"Marié(e)";"Propriétaire du sol et du logement";0,0681818181818182;40;49
"Arutua";"Arutua";"40 - 49 ans";"Homme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,227272727272727;40;49
"Arutua";"Arutua";"40 - 49 ans";"Homme";"Professions intermédiaires";"Célibataire";"Locataire du logement, loué meublé";0,0227272727272727;40;49
"Arutua";"Arutua";"40 - 49 ans";"Homme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,181818181818182;40;49
"Arutua";"Arutua";"50 - 59 ans";"Femme";"Artisans, commerçants et chefs d'entreprise";"Marié(e)";"Propriétaire du sol et du logement";0,0833333333333333;50;59
"Arutua";"Arutua";"50 - 59 ans";"Femme";"Employés";"Marié(e)";"Propriétaire du sol et du logement";0,0833333333333333;50;59
"Arutua";"Arutua";"50 - 59 ans";"Femme";"Ouvriers";"Marié(e)";"Propriétaire du sol et du logement";0,125;50;59
"Arutua";"Arutua";"50 - 59 ans";"Femme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,708333333333333;50;59
"Arutua";"Arutua";"50 - 59 ans";"Homme";"Agriculteurs exploitants";"Marié(e)";"Propriétaire du sol et du logement";0,129032258064516;50;59
"Arutua";"Arutua";"50 - 59 ans";"Homme";"Artisans, commerçants et chefs d'entreprise";"Marié(e)";"Propriétaire du sol et du logement";0,0967741935483871;50;59
"Arutua";"Arutua";"50 - 59 ans";"Homme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,0967741935483871;50;59
"Arutua";"Arutua";"50 - 59 ans";"Homme";"Ouvriers";"Marié(e)";"Propriétaire du sol et du logement";0,161290322580645;50;59
"Arutua";"Arutua";"50 - 59 ans";"Homme";"Professions intermédiaires";"Célibataire";"Logé gratuitement (parents, amis, employeurs)";0,0645161290322581;50;59
"Arutua";"Arutua";"50 - 59 ans";"Homme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,451612903225806;50;59
"Arutua";"Arutua";"60 ans +";"Femme";"Artisans, commerçants et chefs d'entreprise";"Marié(e)";"Propriétaire du sol et du logement";0,0434782608695652;60;150
"Arutua";"Arutua";"60 ans +";"Femme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,956521739130435;60;150
"Arutua";"Arutua";"60 ans +";"Homme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";1;60;150
"Atuona";"Hiva Oa";"0 - 13 ans";"Femme";"Sans emploi";"Non concerné";"Propriétaire du sol et du logement";1;0;13
"Atuona";"Hiva Oa";"0 - 13 ans";"Homme";"Sans emploi";"Non concerné";"Propriétaire du sol et du logement";1;0;13
"Atuona";"Hiva Oa";"14 - 19 ans";"Femme";"Ouvriers";"Célibataire";"Non renseigné";0,0125;14;19
"Atuona";"Hiva Oa";"14 - 19 ans";"Femme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,9875;14;19
"Atuona";"Hiva Oa";"14 - 19 ans";"Homme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,0108695652173913;14;19
"Atuona";"Hiva Oa";"14 - 19 ans";"Homme";"Ouvriers";"Célibataire";"Non renseigné";0,108695652173913;14;19
"Atuona";"Hiva Oa";"14 - 19 ans";"Homme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,880434782608696;14;19
"Atuona";"Hiva Oa";"20 - 29 ans";"Femme";"Agriculteurs exploitants";"Célibataire";"Logé gratuitement (parents, amis, employeurs)";0,0134228187919463;20;29
"Atuona";"Hiva Oa";"20 - 29 ans";"Femme";"Cadres et professions intellectuelles supérieures";"Célibataire";"Propriétaire du logement et terrain pris en location";0,00671140939597315;20;29
"Atuona";"Hiva Oa";"20 - 29 ans";"Femme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,0738255033557047;20;29
"Atuona";"Hiva Oa";"20 - 29 ans";"Femme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,0939597315436242;20;29
"Atuona";"Hiva Oa";"20 - 29 ans";"Femme";"Professions intermédiaires";"Célibataire";"Propriétaire du sol et du logement";0,0604026845637584;20;29
"Atuona";"Hiva Oa";"20 - 29 ans";"Femme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,751677852348993;20;29
"Atuona";"Hiva Oa";"20 - 29 ans";"Homme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,0714285714285714;20;29
"Atuona";"Hiva Oa";"20 - 29 ans";"Homme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0357142857142857;20;29
"Atuona";"Hiva Oa";"20 - 29 ans";"Homme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,121428571428571;20;29
"Atuona";"Hiva Oa";"20 - 29 ans";"Homme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,171428571428571;20;29
"Atuona";"Hiva Oa";"20 - 29 ans";"Homme";"Professions intermédiaires";"Célibataire";"Propriétaire du sol et du logement";0,0357142857142857;20;29
"Atuona";"Hiva Oa";"20 - 29 ans";"Homme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,564285714285714;20;29
"Atuona";"Hiva Oa";"30 - 39 ans";"Femme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,0169491525423729;30;39
"Atuona";"Hiva Oa";"30 - 39 ans";"Femme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0338983050847458;30;39
"Atuona";"Hiva Oa";"30 - 39 ans";"Femme";"Employés";"Marié(e)";"Propriétaire du sol et du logement";0,177966101694915;30;39
"Atuona";"Hiva Oa";"30 - 39 ans";"Femme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,0677966101694915;30;39
"Atuona";"Hiva Oa";"30 - 39 ans";"Femme";"Professions intermédiaires";"Marié(e)";"Propriétaire du sol et du logement";0,169491525423729;30;39
"Atuona";"Hiva Oa";"30 - 39 ans";"Femme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,533898305084746;30;39
"Atuona";"Hiva Oa";"30 - 39 ans";"Homme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,107594936708861;30;39
"Atuona";"Hiva Oa";"30 - 39 ans";"Homme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0316455696202532;30;39
"Atuona";"Hiva Oa";"30 - 39 ans";"Homme";"Cadres et professions intellectuelles supérieures";"Marié(e)";"Locataire du logement, loué meublé";0,0379746835443038;30;39
"Atuona";"Hiva Oa";"30 - 39 ans";"Homme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,145569620253165;30;39
"Atuona";"Hiva Oa";"30 - 39 ans";"Homme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,227848101265823;30;39
"Atuona";"Hiva Oa";"30 - 39 ans";"Homme";"Professions intermédiaires";"Célibataire";"Locataire du logement, loué meublé";0,120253164556962;30;39
"Atuona";"Hiva Oa";"30 - 39 ans";"Homme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,329113924050633;30;39
"Atuona";"Hiva Oa";"40 - 49 ans";"Femme";"Agriculteurs exploitants";"Célibataire";"Logé gratuitement (parents, amis, employeurs)";0,0165289256198347;40;49
"Atuona";"Hiva Oa";"40 - 49 ans";"Femme";"Artisans, commerçants et chefs d'entreprise";"Marié(e)";"Propriétaire du sol et du logement";0,0826446280991736;40;49
"Atuona";"Hiva Oa";"40 - 49 ans";"Femme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,247933884297521;40;49
"Atuona";"Hiva Oa";"40 - 49 ans";"Femme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,0661157024793388;40;49
"Atuona";"Hiva Oa";"40 - 49 ans";"Femme";"Professions intermédiaires";"Marié(e)";"Propriétaire du sol et du logement";0,132231404958678;40;49
"Atuona";"Hiva Oa";"40 - 49 ans";"Femme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,454545454545455;40;49
"Atuona";"Hiva Oa";"40 - 49 ans";"Homme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,0689655172413793;40;49
"Atuona";"Hiva Oa";"40 - 49 ans";"Homme";"Artisans, commerçants et chefs d'entreprise";"Marié(e)";"Propriétaire du sol et du logement";0,0896551724137931;40;49
"Atuona";"Hiva Oa";"40 - 49 ans";"Homme";"Cadres et professions intellectuelles supérieures";"Célibataire";"Propriétaire du sol et du logement";0,0137931034482759;40;49
"Atuona";"Hiva Oa";"40 - 49 ans";"Homme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,213793103448276;40;49
"Atuona";"Hiva Oa";"40 - 49 ans";"Homme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,262068965517241;40;49
"Atuona";"Hiva Oa";"40 - 49 ans";"Homme";"Professions intermédiaires";"Marié(e)";"Locataire du logement, loué meublé";0,131034482758621;40;49
"Atuona";"Hiva Oa";"40 - 49 ans";"Homme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,220689655172414;40;49
"Atuona";"Hiva Oa";"50 - 59 ans";"Femme";"Agriculteurs exploitants";"Divorcée";"Propriétaire du sol et du logement";0,010989010989011;50;59
"Atuona";"Hiva Oa";"50 - 59 ans";"Femme";"Artisans, commerçants et chefs d'entreprise";"Marié(e)";"Propriétaire du sol et du logement";0,0659340659340659;50;59
"Atuona";"Hiva Oa";"50 - 59 ans";"Femme";"Cadres et professions intellectuelles supérieures";"Marié(e)";"Locataire du logement, loué vide";0,021978021978022;50;59
"Atuona";"Hiva Oa";"50 - 59 ans";"Femme";"Employés";"Marié(e)";"Propriétaire du sol et du logement";0,164835164835165;50;59
"Atuona";"Hiva Oa";"50 - 59 ans";"Femme";"Ouvriers";"Marié(e)";"Propriétaire du sol et du logement";0,0659340659340659;50;59
"Atuona";"Hiva Oa";"50 - 59 ans";"Femme";"Professions intermédiaires";"Marié(e)";"Propriétaire du sol et du logement";0,153846153846154;50;59
"Atuona";"Hiva Oa";"50 - 59 ans";"Femme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,516483516483517;50;59
"Atuona";"Hiva Oa";"50 - 59 ans";"Homme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,0487804878048781;50;59
"Atuona";"Hiva Oa";"50 - 59 ans";"Homme";"Artisans, commerçants et chefs d'entreprise";"Marié(e)";"Propriétaire du sol et du logement";0,0731707317073171;50;59
"Atuona";"Hiva Oa";"50 - 59 ans";"Homme";"Cadres et professions intellectuelles supérieures";"Marié(e)";"Logé gratuitement (parents, amis, employeurs)";0,032520325203252;50;59
"Atuona";"Hiva Oa";"50 - 59 ans";"Homme";"Employés";"Marié(e)";"Propriétaire du sol et du logement";0,203252032520325;50;59
"Atuona";"Hiva Oa";"50 - 59 ans";"Homme";"Ouvriers";"Marié(e)";"Propriétaire du sol et du logement";0,154471544715447;50;59
"Atuona";"Hiva Oa";"50 - 59 ans";"Homme";"Professions intermédiaires";"Marié(e)";"Locataire du logement, loué meublé";0,113821138211382;50;59
"Atuona";"Hiva Oa";"50 - 59 ans";"Homme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,373983739837398;50;59
"Atuona";"Hiva Oa";"60 ans +";"Femme";"Agriculteurs exploitants";"Marié(e)";"Propriétaire du sol et du logement";0,037037037037037;60;150
"Atuona";"Hiva Oa";"60 ans +";"Femme";"Artisans, commerçants et chefs d'entreprise";"Marié(e)";"Propriétaire du sol et du logement";0,037037037037037;60;150
"Atuona";"Hiva Oa";"60 ans +";"Femme";"Cadres et professions intellectuelles supérieures";"Marié(e)";"Propriétaire du sol et du logement";0,0123456790123457;60;150
"Atuona";"Hiva Oa";"60 ans +";"Femme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,037037037037037;60;150
"Atuona";"Hiva Oa";"60 ans +";"Femme";"Ouvriers";"Veuf,veuve";"Propriétaire du sol et du logement";0,0123456790123457;60;150
"Atuona";"Hiva Oa";"60 ans +";"Femme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,864197530864197;60;150
"Atuona";"Hiva Oa";"60 ans +";"Homme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,0631578947368421;60;150
"Atuona";"Hiva Oa";"60 ans +";"Homme";"Artisans, commerçants et chefs d'entreprise";"Marié(e)";"Propriétaire du sol et du logement";0,0315789473684211;60;150
"Atuona";"Hiva Oa";"60 ans +";"Homme";"Cadres et professions intellectuelles supérieures";"Divorcée";"Logé gratuitement (parents, amis, employeurs)";0,0210526315789474;60;150
"Atuona";"Hiva Oa";"60 ans +";"Homme";"Employés";"Marié(e)";"Logé gratuitement (parents, amis, employeurs)";0,0105263157894737;60;150
"Atuona";"Hiva Oa";"60 ans +";"Homme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,0421052631578947;60;150
"Atuona";"Hiva Oa";"60 ans +";"Homme";"Professions intermédiaires";"Marié(e)";"Logé gratuitement (parents, amis, employeurs)";0,0210526315789474;60;150
"Atuona";"Hiva Oa";"60 ans +";"Homme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,810526315789474;60;150
"Avera (Rurutu)";"Rurutu";"0 - 13 ans";"Femme";"Sans emploi";"Non concerné";"Propriétaire du sol et du logement";1;0;13
"Avera (Rurutu)";"Rurutu";"0 - 13 ans";"Homme";"Sans emploi";"Non concerné";"Propriétaire du sol et du logement";1;0;13
"Avera (Rurutu)";"Rurutu";"14 - 19 ans";"Femme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,0294117647058824;14;19
"Avera (Rurutu)";"Rurutu";"14 - 19 ans";"Femme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,970588235294118;14;19
"Avera (Rurutu)";"Rurutu";"14 - 19 ans";"Homme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,0625;14;19
"Avera (Rurutu)";"Rurutu";"14 - 19 ans";"Homme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,0625;14;19
"Avera (Rurutu)";"Rurutu";"14 - 19 ans";"Homme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,875;14;19
"Avera (Rurutu)";"Rurutu";"20 - 29 ans";"Femme";"Agriculteurs exploitants";"Célibataire";"Logé gratuitement (parents, amis, employeurs)";0,0196078431372549;20;29
"Avera (Rurutu)";"Rurutu";"20 - 29 ans";"Femme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,137254901960784;20;29
"Avera (Rurutu)";"Rurutu";"20 - 29 ans";"Femme";"Employés";"Célibataire";"Logé gratuitement (parents, amis, employeurs)";0,0392156862745098;20;29
"Avera (Rurutu)";"Rurutu";"20 - 29 ans";"Femme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,0588235294117647;20;29
"Avera (Rurutu)";"Rurutu";"20 - 29 ans";"Femme";"Professions intermédiaires";"Célibataire";"Propriétaire du sol et du logement";0,0784313725490196;20;29
"Avera (Rurutu)";"Rurutu";"20 - 29 ans";"Femme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,666666666666667;20;29
"Avera (Rurutu)";"Rurutu";"20 - 29 ans";"Homme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,151515151515152;20;29
"Avera (Rurutu)";"Rurutu";"20 - 29 ans";"Homme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0151515151515152;20;29
"Avera (Rurutu)";"Rurutu";"20 - 29 ans";"Homme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,0606060606060606;20;29
"Avera (Rurutu)";"Rurutu";"20 - 29 ans";"Homme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,272727272727273;20;29
"Avera (Rurutu)";"Rurutu";"20 - 29 ans";"Homme";"Professions intermédiaires";"Célibataire";"Propriétaire du sol et du logement";0,0151515151515152;20;29
"Avera (Rurutu)";"Rurutu";"20 - 29 ans";"Homme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,484848484848485;20;29
"Avera (Rurutu)";"Rurutu";"30 - 39 ans";"Femme";"Agriculteurs exploitants";"Célibataire";"Logé gratuitement (parents, amis, employeurs)";0,0128205128205128;30;39
"Avera (Rurutu)";"Rurutu";"30 - 39 ans";"Femme";"Artisans, commerçants et chefs d'entreprise";"Marié(e)";"Propriétaire du sol et du logement";0,141025641025641;30;39
"Avera (Rurutu)";"Rurutu";"30 - 39 ans";"Femme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,0384615384615385;30;39
"Avera (Rurutu)";"Rurutu";"30 - 39 ans";"Femme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,0897435897435897;30;39
"Avera (Rurutu)";"Rurutu";"30 - 39 ans";"Femme";"Professions intermédiaires";"Célibataire";"Propriétaire du sol et du logement";0,0512820512820513;30;39
"Avera (Rurutu)";"Rurutu";"30 - 39 ans";"Femme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,666666666666667;30;39
"Avera (Rurutu)";"Rurutu";"30 - 39 ans";"Homme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,205882352941176;30;39
"Avera (Rurutu)";"Rurutu";"30 - 39 ans";"Homme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0588235294117647;30;39
"Avera (Rurutu)";"Rurutu";"30 - 39 ans";"Homme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,0882352941176471;30;39
"Avera (Rurutu)";"Rurutu";"30 - 39 ans";"Homme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,294117647058824;30;39
"Avera (Rurutu)";"Rurutu";"30 - 39 ans";"Homme";"Professions intermédiaires";"Célibataire";"Locataire du logement, loué meublé";0,0588235294117647;30;39
"Avera (Rurutu)";"Rurutu";"30 - 39 ans";"Homme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,294117647058824;30;39
"Avera (Rurutu)";"Rurutu";"40 - 49 ans";"Femme";"Agriculteurs exploitants";"Marié(e)";"Propriétaire du sol et du logement";0,0681818181818182;40;49
"Avera (Rurutu)";"Rurutu";"40 - 49 ans";"Femme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0909090909090909;40;49
"Avera (Rurutu)";"Rurutu";"40 - 49 ans";"Femme";"Cadres et professions intellectuelles supérieures";"Marié(e)";"Locataire du logement, loué vide";0,0227272727272727;40;49
"Avera (Rurutu)";"Rurutu";"40 - 49 ans";"Femme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,136363636363636;40;49
"Avera (Rurutu)";"Rurutu";"40 - 49 ans";"Femme";"Ouvriers";"Marié(e)";"Propriétaire du sol et du logement";0,0909090909090909;40;49
"Avera (Rurutu)";"Rurutu";"40 - 49 ans";"Femme";"Professions intermédiaires";"Célibataire";"Propriétaire du sol et du logement";0,0909090909090909;40;49
"Avera (Rurutu)";"Rurutu";"40 - 49 ans";"Femme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,5;40;49
"Avera (Rurutu)";"Rurutu";"40 - 49 ans";"Homme";"Agriculteurs exploitants";"Marié(e)";"Propriétaire du sol et du logement";0,232142857142857;40;49
"Avera (Rurutu)";"Rurutu";"40 - 49 ans";"Homme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0714285714285714;40;49
"Avera (Rurutu)";"Rurutu";"40 - 49 ans";"Homme";"Cadres et professions intellectuelles supérieures";"Marié(e)";"Propriétaire du sol et du logement";0,0178571428571429;40;49
"Avera (Rurutu)";"Rurutu";"40 - 49 ans";"Homme";"Employés";"Marié(e)";"Propriétaire du sol et du logement";0,0178571428571429;40;49
"Avera (Rurutu)";"Rurutu";"40 - 49 ans";"Homme";"Ouvriers";"Marié(e)";"Propriétaire du sol et du logement";0,214285714285714;40;49
"Avera (Rurutu)";"Rurutu";"40 - 49 ans";"Homme";"Professions intermédiaires";"Marié(e)";"Propriétaire du sol et du logement";0,0178571428571429;40;49
"Avera (Rurutu)";"Rurutu";"40 - 49 ans";"Homme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,428571428571429;40;49
"Avera (Rurutu)";"Rurutu";"50 - 59 ans";"Femme";"Agriculteurs exploitants";"Marié(e)";"Propriétaire du sol et du logement";0,02;50;59
"Avera (Rurutu)";"Rurutu";"50 - 59 ans";"Femme";"Artisans, commerçants et chefs d'entreprise";"Marié(e)";"Propriétaire du sol et du logement";0,16;50;59
"Avera (Rurutu)";"Rurutu";"50 - 59 ans";"Femme";"Cadres et professions intellectuelles supérieures";"Marié(e)";"Propriétaire du sol et du logement";0,02;50;59
"Avera (Rurutu)";"Rurutu";"50 - 59 ans";"Femme";"Employés";"Marié(e)";"Propriétaire du sol et du logement";0,1;50;59
"Avera (Rurutu)";"Rurutu";"50 - 59 ans";"Femme";"Ouvriers";"Marié(e)";"Propriétaire du sol et du logement";0,06;50;59
"Avera (Rurutu)";"Rurutu";"50 - 59 ans";"Femme";"Professions intermédiaires";"Marié(e)";"Propriétaire du sol et du logement";0,08;50;59
"Avera (Rurutu)";"Rurutu";"50 - 59 ans";"Femme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,56;50;59
"Avera (Rurutu)";"Rurutu";"50 - 59 ans";"Homme";"Agriculteurs exploitants";"Marié(e)";"Propriétaire du sol et du logement";0,256410256410256;50;59
"Avera (Rurutu)";"Rurutu";"50 - 59 ans";"Homme";"Employés";"Marié(e)";"Locataire du logement, loué meublé";0,0256410256410256;50;59
"Avera (Rurutu)";"Rurutu";"50 - 59 ans";"Homme";"Ouvriers";"Marié(e)";"Propriétaire du sol et du logement";0,128205128205128;50;59
"Avera (Rurutu)";"Rurutu";"50 - 59 ans";"Homme";"Professions intermédiaires";"Divorcée";"Propriétaire du sol et du logement";0,0769230769230769;50;59
"Avera (Rurutu)";"Rurutu";"50 - 59 ans";"Homme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,512820512820513;50;59
"Avera (Rurutu)";"Rurutu";"60 ans +";"Femme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,0465116279069767;60;150
"Avera (Rurutu)";"Rurutu";"60 ans +";"Femme";"Artisans, commerçants et chefs d'entreprise";"Veuf,veuve";"Propriétaire du sol et du logement";0,255813953488372;60;150
"Avera (Rurutu)";"Rurutu";"60 ans +";"Femme";"Sans emploi";"Veuf,veuve";"Propriétaire du sol et du logement";0,697674418604651;60;150
"Avera (Rurutu)";"Rurutu";"60 ans +";"Homme";"Agriculteurs exploitants";"Marié(e)";"Propriétaire du sol et du logement";0,155555555555556;60;150
"Avera (Rurutu)";"Rurutu";"60 ans +";"Homme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0222222222222222;60;150
"Avera (Rurutu)";"Rurutu";"60 ans +";"Homme";"Employés";"Marié(e)";"Propriétaire du sol et du logement";0,0666666666666667;60;150
"Avera (Rurutu)";"Rurutu";"60 ans +";"Homme";"Ouvriers";"Marié(e)";"Propriétaire du sol et du logement";0,0222222222222222;60;150
"Avera (Rurutu)";"Rurutu";"60 ans +";"Homme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,733333333333333;60;150
"Avera (Taputapuatea)";"Raiatea";"0 - 13 ans";"Femme";"Sans emploi";"Non concerné";"Propriétaire du sol et du logement";1;0;13
"Avera (Taputapuatea)";"Raiatea";"0 - 13 ans";"Homme";"Sans emploi";"Non concerné";"Propriétaire du sol et du logement";1;0;13
"Avera (Taputapuatea)";"Raiatea";"14 - 19 ans";"Femme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";1;14;19
"Avera (Taputapuatea)";"Raiatea";"14 - 19 ans";"Homme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,00571428571428571;14;19
"Avera (Taputapuatea)";"Raiatea";"14 - 19 ans";"Homme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,994285714285714;14;19
"Avera (Taputapuatea)";"Raiatea";"20 - 29 ans";"Femme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,0135135135135135;20;29
"Avera (Taputapuatea)";"Raiatea";"20 - 29 ans";"Femme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0675675675675676;20;29
"Avera (Taputapuatea)";"Raiatea";"20 - 29 ans";"Femme";"Cadres et professions intellectuelles supérieures";"Célibataire";"Propriétaire du sol et du logement";0,0045045045045045;20;29
"Avera (Taputapuatea)";"Raiatea";"20 - 29 ans";"Femme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,108108108108108;20;29
"Avera (Taputapuatea)";"Raiatea";"20 - 29 ans";"Femme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,018018018018018;20;29
"Avera (Taputapuatea)";"Raiatea";"20 - 29 ans";"Femme";"Professions intermédiaires";"Célibataire";"Propriétaire du sol et du logement";0,0585585585585586;20;29
"Avera (Taputapuatea)";"Raiatea";"20 - 29 ans";"Femme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,72972972972973;20;29
"Avera (Taputapuatea)";"Raiatea";"20 - 29 ans";"Homme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du logement et terrain pris en location";0,0516431924882629;20;29
