"Comas";"Ile";"Sexe";"TrancheAge";"CS8";"Menages";"Individus";"Depenses";"Ressources";"DMM"
"Faaa";"Tahiti";"Femme";"50 - 59 ans";"Employé";;96,8325103376679;5865574,7637689;104830891,594746;
"Faaa";"Tahiti";"Femme";"50 - 59 ans";"Ouvrier";;91,2681520531691;12544705,6413868;176935479,159901;
"Faaa";"Tahiti";"Femme";"50 - 59 ans";"Retraité";87,6161093263857;508,431081129289;271196296,30536;1055727863,39509;257939,910052296
"Faaa";"Tahiti";"Femme";"50 - 59 ans";"Chômeur inactif";31,8993349615539;606,652931905079;91484835,6822014;77727949,3720641;238993,581403452
"Faaa";"Tahiti";"Femme";"60 ans +";"Artisan chef d'ent.";32,805662322384;60,3422461277969;132879839,028807;365484379,014301;337542,946405069
"Faaa";"Tahiti";"Femme";"60 ans +";"Employé";;52,2361219753256;3315681,93932941;110546969,838834;
"Faaa";"Tahiti";"Femme";"60 ans +";"Retraité";429,758772832999;1052,68258316935;899050659,729598;2918083119,24998;174332,42331952
"Faaa";"Tahiti";"Femme";"60 ans +";"Chômeur inactif";197,204304391027;503,960213986041;411646123,452178;441517350,320913;173950,78533882
"Faaa";"Tahiti";"Homme";"0 - 13 ans";"Moins de 13 ans";;3975,47973791747;287198266,23385;92004905,8889278;
"Faaa";"Tahiti";"Homme";"14 - 19 ans";"Chômeur inactif";;1871,32391114783;140474316,902953;84254838,8391346;
"Faaa";"Tahiti";"Homme";"20 - 29 ans";"Agricult. exploitant";;29,3243488148963;4225901,40833923;0;
"Faaa";"Tahiti";"Homme";"20 - 29 ans";"Artisan chef d'ent.";31,9925088023869;118,79664706208;37358639,2705899;146076507,698625;97310,9035757631
"Faaa";"Tahiti";"Homme";"20 - 29 ans";"Cadre supérieur";;55,6238992869341;3628904,81773045;237007376,813189;
"Faaa";"Tahiti";"Homme";"20 - 29 ans";"Profess. interméd.";;78,9246085958601;12033363,2701938;124353672,456299;
"Faaa";"Tahiti";"Homme";"20 - 29 ans";"Employé";63,7303857944516;334,323257183866;179256665,173611;691177019,818516;234394,555201873
"Faaa";"Tahiti";"Homme";"20 - 29 ans";"Ouvrier";35,3806484690416;440,585433275145;59490112,9235444;527729964,122436;140119,235367696
"Faaa";"Tahiti";"Homme";"20 - 29 ans";"Chômeur inactif";54,7604064120483;1265,81098121385;89980429,1123602;97231942,7669937;136930,486532089
"Faaa";"Tahiti";"Homme";"30 - 39 ans";"Agricult. exploitant";35,8041659273734;35,8041659273734;52699791,0739432;42964999,1128481;122657,493685794
"Faaa";"Tahiti";"Homme";"30 - 39 ans";"Artisan chef d'ent.";184,782152685874;216,681487647428;748171815,590411;845593767,562943;337411,651466095
"Faaa";"Tahiti";"Homme";"30 - 39 ans";"Cadre supérieur";99,8801900418597;117,676393640963;839695994,442135;329607985,431506;700586,033869028
"Faaa";"Tahiti";"Homme";"30 - 39 ans";"Profess. interméd.";114,592983569489;176,341307658947;464112786,414475;1216314564,20613;337508,146919716
"Faaa";"Tahiti";"Homme";"30 - 39 ans";"Employé";161,244601759571;238,508418793594;976280921,326824;716214908,044046;504554,835052473
"Faaa";"Tahiti";"Homme";"30 - 39 ans";"Ouvrier";258,38531266181;629,801469492463;535328010,153068;1126829341,63118;172651,715583946
"Faaa";"Tahiti";"Homme";"30 - 39 ans";"Chômeur inactif";154,656591069612;494,510923867032;510006596,470428;33904690,1267551;274805,938834764
"Faaa";"Tahiti";"Homme";"40 - 49 ans";"Agricult. exploitant";64,5779420464383;82,374145645542;53382411,8899485;65192042,3610194;68886,2819593015
"Faaa";"Tahiti";"Homme";"40 - 49 ans";"Artisan chef d'ent.";166,640334363808;166,640334363808;762347988,817435;478705713,960817;381234,227059479
"Faaa";"Tahiti";"Homme";"40 - 49 ans";"Cadre supérieur";269,46948535693;297,006069162343;1728058439,69541;3073443910,14681;534401,399044771
"Faaa";"Tahiti";"Homme";"40 - 49 ans";"Profess. interméd.";98,5673717103879;159,986013300329;643846265,098145;1004971687,93741;544336,878358611
"Faaa";"Tahiti";"Homme";"40 - 49 ans";"Employé";392,100308550283;480,300528811739;1710566607,97688;1852666310,46063;363547,832590206
"Faaa";"Tahiti";"Homme";"40 - 49 ans";"Ouvrier";414,570195731184;414,570195731184;1145448983,09043;1054436818,94751;230248,29789283
"Faaa";"Tahiti";"Homme";"40 - 49 ans";"Chômeur inactif";195,062647485449;560,744860470425;264044633,465419;100671633,639195;112803,346715024
"Faaa";"Tahiti";"Homme";"50 - 59 ans";"Artisan chef d'ent.";144,094331425845;144,094331425845;786409403,600102;800393152,941042;454800,104335823
"Faaa";"Tahiti";"Homme";"50 - 59 ans";"Cadre supérieur";34,3049141248787;60,3252860318701;251259896,023939;521502076,997573;610359,337803344
"Faaa";"Tahiti";"Homme";"50 - 59 ans";"Profess. interméd.";193,75885563415;193,75885563415;619768178,599039;836002397,302428;266554,775251695
"Faaa";"Tahiti";"Homme";"50 - 59 ans";"Employé";238,490628600649;361,165672108021;958508149,40717;1089535449,59472;334921,66793277
"Faaa";"Tahiti";"Homme";"50 - 59 ans";"Ouvrier";152,82996928071;181,214109338109;397891079,245811;418047176,962135;216957,381416788
"Faaa";"Tahiti";"Homme";"50 - 59 ans";"Retraité";375,75315818132;375,75315818132;1881406939,73277;1117992690,5508;417252,412203921
"Faaa";"Tahiti";"Homme";"50 - 59 ans";"Chômeur inactif";122,623680679455;122,623680679455;448696640,488338;166332273,461911;304927,942956667
"Faaa";"Tahiti";"Homme";"60 ans +";"Artisan chef d'ent.";66,5600037514313;66,5600037514313;147409905,925381;155990898,931888;184557,66428425
"Faaa";"Tahiti";"Homme";"60 ans +";"Profess. interméd.";26,0203719069914;26,0203719069914;250576611,864653;265407793,451312;802501,378408194
"Faaa";"Tahiti";"Homme";"60 ans +";"Ouvrier";24,6995381699127;24,6995381699127;108342896,328879;78260289,095063;365536,174480833
"Faaa";"Tahiti";"Homme";"60 ans +";"Retraité";1149,36132998296;1234,1073753701;3864521208,13266;4112101759,0237;280193,378365905
"Faaa";"Tahiti";"Homme";"60 ans +";"Chômeur inactif";61,8414979302916;94,5539864118426;158771051,532104;30753168,9327611;213948,908157476
"Faaaha";"Tahaa";"Femme";"0 - 13 ans";"Moins de 13 ans";;31,1559447156058;1221645,36191095;0;
"Faaaha";"Tahaa";"Femme";"30 - 39 ans";"Chômeur inactif";;15,5779723578029;2056292,35122998;1869356,68293635;
"Faaaha";"Tahaa";"Femme";"40 - 49 ans";"Artisan chef d'ent.";;15,5779723578029;1609516,1040082;119171488,537192;
"Faaaha";"Tahaa";"Femme";"40 - 49 ans";"Employé";;17,4627845003077;387201,620991548;28813594,4255077;
"Faaaha";"Tahaa";"Femme";"60 ans +";"Chômeur inactif";;16,8020531325741;12097,4782554534;14113724,6313622;
"Faaaha";"Tahaa";"Homme";"20 - 29 ans";"Chômeur inactif";;17,4627845003077;4541865,66438536;0;
"Faaaha";"Tahaa";"Homme";"30 - 39 ans";"Ouvrier";15,5779723578029;15,5779723578029;54572140,6708332;47980154,8620329;291930,058982175
"Faaaha";"Tahaa";"Homme";"50 - 59 ans";"Employé";17,4627845003077;17,4627845003077;39859713,2214574;50397596,067888;190212,664446283
"Faaaha";"Tahaa";"Homme";"50 - 59 ans";"Retraité";15,5779723578029;15,5779723578029;66994407,6013956;39723829,5123974;358382,154743
"Faaaha";"Tahaa";"Homme";"60 ans +";"Chômeur inactif";16,8020531325741;16,8020531325741;12965101,5028437;9409149,7542415;64303,1608525482
"Faanui";"Bora Bora";"Femme";"0 - 13 ans";"Moins de 13 ans";;334,087846129444;17167854,0046721;0;
"Faanui";"Bora Bora";"Femme";"14 - 19 ans";"Cadre supérieur";;18,3645414036462;821537,016515851;11018724,8421877;
"Faanui";"Bora Bora";"Femme";"14 - 19 ans";"Chômeur inactif";;103,283669349709;13657184,2788142;0;
"Faanui";"Bora Bora";"Femme";"20 - 29 ans";"Employé";;56,7454912822742;24165625,6441627;75073682,3072535;
"Faanui";"Bora Bora";"Femme";"20 - 29 ans";"Chômeur inactif";12,8995388743719;167,987847105485;37217931,8500194;56093397,2420501;240434,510957352
"Faanui";"Bora Bora";"Femme";"30 - 39 ans";"Artisan chef d'ent.";;18,3645414036462;777842,769097271;15426214,7790628;
"Faanui";"Bora Bora";"Femme";"30 - 39 ans";"Employé";50,8618493647288;86,0695353707431;101207547,362244;187911569,500619;165820,991283807
"Faanui";"Bora Bora";"Femme";"30 - 39 ans";"Chômeur inactif";;87,849603663961;273614,642394971;21174354,812223;
"Faanui";"Bora Bora";"Femme";"40 - 49 ans";"Employé";33,0407449989738;68,6126132370614;73162481,7339913;142114289,897082;184525,908178583
"Faanui";"Bora Bora";"Femme";"40 - 49 ans";"Ouvrier";;16,7217505250103;678659,43538017;18460812,5796114;
"Faanui";"Bora Bora";"Femme";"40 - 49 ans";"Chômeur inactif";16,7217505250103;68,3732286546082;28726547,306564;65434145,3024584;143159,589579644
"Faanui";"Bora Bora";"Femme";"50 - 59 ans";"Profess. interméd.";17,4886888081304;17,4886888081304;48819551,1388143;99685526,2063433;232624,410718727
"Faanui";"Bora Bora";"Femme";"50 - 59 ans";"Employé";;18,204573507315;1744431,5439985;62805778,6002368;
"Faanui";"Bora Bora";"Femme";"50 - 59 ans";"Retraité";;18,1886901700906;514294,935395641;19643785,3836978;
"Faanui";"Bora Bora";"Femme";"50 - 59 ans";"Chômeur inactif";;91,7262724707973;4673317,39677341;26307299,1589604;
"Faanui";"Bora Bora";"Femme";"60 ans +";"Artisan chef d'ent.";;18,3645414036462;634716,422524399;19833704,7159379;
"Faanui";"Bora Bora";"Femme";"60 ans +";"Employé";18,204573507315;18,204573507315;25211063,1160918;24030037,0296558;115406,270050588
"Faanui";"Bora Bora";"Femme";"60 ans +";"Retraité";55,4351159612629;55,4351159612629;105011093,987279;91298402,5945508;157858,865219203
"Faanui";"Bora Bora";"Femme";"60 ans +";"Chômeur inactif";16,4948457075191;16,4948457075191;21919597,8926264;12668041,5033747;110739,632859142
"Faanui";"Bora Bora";"Homme";"0 - 13 ans";"Moins de 13 ans";;402,905808226335;31185894,9068235;0;
"Faanui";"Bora Bora";"Homme";"14 - 19 ans";"Artisan chef d'ent.";;17,3162411468371;697287,061903595;7792308,5160767;
"Faanui";"Bora Bora";"Homme";"14 - 19 ans";"Chômeur inactif";;159,853309398428;13225211,0992632;0;
"Faanui";"Bora Bora";"Homme";"20 - 29 ans";"Agricult. exploitant";;36,3932636774056;2051981,65768301;8188722,57747463;
"Faanui";"Bora Bora";"Homme";"20 - 29 ans";"Cadre supérieur";;18,3645414036462;3718669,1793171;24792130,8949224;
"Faanui";"Bora Bora";"Homme";"20 - 29 ans";"Employé";52,9391629688602;129,375454313016;163502384,484963;278853219,30089;257374,653148461
"Faanui";"Bora Bora";"Homme";"20 - 29 ans";"Ouvrier";15,5520561908434;33,8621404382917;11120146,5276064;32798370,9455502;59585,6178712972
"Faanui";"Bora Bora";"Homme";"20 - 29 ans";"Chômeur inactif";;16,4948457075191;527302,415295808;0;
"Faanui";"Bora Bora";"Homme";"30 - 39 ans";"Artisan chef d'ent.";;18,3645414036462;2797413,29079169;17629959,7475004;
"Faanui";"Bora Bora";"Homme";"30 - 39 ans";"Profess. interméd.";37,6140115955079;37,6140115955079;78800494,19356;79744499,6277853;174581,427795582
"Faanui";"Bora Bora";"Homme";"30 - 39 ans";"Employé";39,0809512405882;77,1873462900519;79786930,073037;148675301,063833;170131,755455185
"Faanui";"Bora Bora";"Homme";"30 - 39 ans";"Ouvrier";16,8783148490792;47,9665438935417;23654956,5590199;74224082,8260264;116791,658263554
"Faanui";"Bora Bora";"Homme";"30 - 39 ans";"Chômeur inactif";;51,8239257908913;2101679,94936557;15291841,7461446;
"Faanui";"Bora Bora";"Homme";"40 - 49 ans";"Artisan chef d'ent.";19,3039273480596;36,8981268963234;10448990,2157935;52404756,7427051;45107,3591891127
"Faanui";"Bora Bora";"Homme";"40 - 49 ans";"Employé";32,9896914150383;32,9896914150383;70639542,4740845;88436125,3885976;178438,423853326
"Faanui";"Bora Bora";"Homme";"40 - 49 ans";"Ouvrier";52,0667139456067;69,3829550924438;181728118,034813;164800477,472526;290857,799323674
"Faanui";"Bora Bora";"Homme";"40 - 49 ans";"Chômeur inactif";;70,1532969478262;11324323,2825652;53056942,6929944;
"Faanui";"Bora Bora";"Homme";"50 - 59 ans";"Agricult. exploitant";18,3100842474483;18,3100842474483;43606484,982032;22246752,3606497;198462,972610794
"Faanui";"Bora Bora";"Homme";"50 - 59 ans";"Profess. interméd.";18,9204582064995;18,9204582064995;65122940,9543623;113522749,238997;286827,712466954
"Faanui";"Bora Bora";"Homme";"50 - 59 ans";"Employé";18,1886901700906;18,1886901700906;48085203,652981;36995795,8059643;220307,249556889
"Faanui";"Bora Bora";"Homme";"50 - 59 ans";"Retraité";18,204573507315;18,204573507315;104839134,73313;24576174,2348753;479912,070314835
"Faanui";"Bora Bora";"Homme";"50 - 59 ans";"Chômeur inactif";18,6935533890084;18,6935533890084;5452733,1664974;3364839,61002151;24307,5471573333
"Faanui";"Bora Bora";"Homme";"60 ans +";"Retraité";72,2147272147334;72,2147272147334;303376217,631422;224717135,114743;350085,81274717
"Faaone";"Tahiti";"Femme";"0 - 13 ans";"Moins de 13 ans";;127,437652983929;23534815,2073462;7140589,08095964;
"Faaone";"Tahiti";"Femme";"14 - 19 ans";"Employé";;20,8044720014907;505964,759076254;11234414,880805;
"Faaone";"Tahiti";"Femme";"14 - 19 ans";"Chômeur inactif";;109,617528037959;8475138,18018692;6661061,63076313;
"Faaone";"Tahiti";"Femme";"20 - 29 ans";"Agricult. exploitant";25,5172516816321;25,5172516816321;39404366,2388361;0;128685,378329099
"Faaone";"Tahiti";"Femme";"20 - 29 ans";"Chômeur inactif";;46,8452406446002;3317388,85819637;0;
"Faaone";"Tahiti";"Femme";"30 - 39 ans";"Artisan chef d'ent.";;22,7074935854411;0;28384366,9818014;
"Faaone";"Tahiti";"Femme";"30 - 39 ans";"Employé";;22,0520305508519;1149747,00161059;6615609,16525557;
"Faaone";"Tahiti";"Femme";"30 - 39 ans";"Ouvrier";;42,6244621219363;2175036,03637369;63457255,6134187;
"Faaone";"Tahiti";"Femme";"30 - 39 ans";"Chômeur inactif";24,7932100937483;68,9791678179484;22235934,0383386;4778176,54292734;74737,9825439436
"Faaone";"Tahiti";"Femme";"40 - 49 ans";"Agricult. exploitant";22,7074935854411;64,699670431506;23882855,0662728;11117554,2029008;87646,7459828081
"Faaone";"Tahiti";"Femme";"40 - 49 ans";"Artisan chef d'ent.";;43,0148360225022;1371366,20190189;46616714,9971899;
"Faaone";"Tahiti";"Femme";"40 - 49 ans";"Employé";;21,547001378791;708286,122216856;80785999,8934901;
"Faaone";"Tahiti";"Femme";"40 - 49 ans";"Chômeur inactif";24,0691685058645;46,1211990567164;26119256,434376;42832200,9840959;90431,2378856932
"Faaone";"Tahiti";"Femme";"50 - 59 ans";"Agricult. exploitant";22,0520305508519;22,0520305508519;46922805,0047771;52924873,3220446;177318,534970333
"Faaone";"Tahiti";"Femme";"50 - 59 ans";"Artisan chef d'ent.";21,1156791669769;21,1156791669769;8095887,61064737;8108420,80011913;31950,53758642
"Faaone";"Tahiti";"Femme";"50 - 59 ans";"Employé";;21,547001378791;349447,541584542;5171280,33090984;
"Faaone";"Tahiti";"Femme";"50 - 59 ans";"Retraité";;46,3289193461881;7840105,48143463;29902553,4269552;
"Faaone";"Tahiti";"Femme";"50 - 59 ans";"Chômeur inactif";;64,9494814144427;1482939,12898444;26016886,2759931;
"Faaone";"Tahiti";"Femme";"60 ans +";"Agricult. exploitant";25,091169594935;47,1432001457869;66669208,133408;71469572,4126821;221423,211199058
"Faaone";"Tahiti";"Femme";"60 ans +";"Chômeur inactif";22,0520305508519;22,0520305508519;35245813,3107251;21169949,3288178;133191,866502
"Faaone";"Tahiti";"Homme";"0 - 13 ans";"Moins de 13 ans";;279,110201111501;15542291,6219904;21353734,8941601;
"Faaone";"Tahiti";"Homme";"14 - 19 ans";"Chômeur inactif";;45,1987459557384;2184011,20113974;9930980,99580202;
"Faaone";"Tahiti";"Homme";"20 - 29 ans";"Chômeur inactif";22,7153931930724;111,398515806959;38474607,5579092;5989239,2274167;141147,338689706
"Faaone";"Tahiti";"Homme";"30 - 39 ans";"Profess. interméd.";24,2768887953362;24,2768887953362;70679298,8552071;49233530,4769418;242615,172846974
"Faaone";"Tahiti";"Homme";"30 - 39 ans";"Employé";24,7932100937483;24,7932100937483;53805191,6386012;90445630,4219938;180846,528260333
"Faaone";"Tahiti";"Homme";"30 - 39 ans";"Ouvrier";21,547001378791;21,547001378791;54250983,8962465;15082900,9651537;209816,449408
"Faaone";"Tahiti";"Homme";"30 - 39 ans";"Chômeur inactif";;19,9090689288639;1533476,12517681;4778176,54292734;
"Faaone";"Tahiti";"Homme";"40 - 49 ans";"Agricult. exploitant";43,8239313025667;113,674625033795;46959950,5305555;289254950,483172;89296,6261712452
"Faaone";"Tahiti";"Homme";"40 - 49 ans";"Artisan chef d'ent.";23,299589100213;48,0927991939613;82508255,4610558;268329139,739783;295099,107778906
"Faaone";"Tahiti";"Homme";"40 - 49 ans";"Employé";22,2103640210115;22,2103640210115;122836669,304296;139925293,332372;460883,446079833
"Faaone";"Tahiti";"Homme";"40 - 49 ans";"Ouvrier";22,0520305508519;22,0520305508519;3078688,6633222;7916678,96775583;11634,184345
"Faaone";"Tahiti";"Homme";"40 - 49 ans";"Chômeur inactif";;43,5990319296429;15877,4619966134;18523705,6627156;
"Faaone";"Tahiti";"Homme";"50 - 59 ans";"Agricult. exploitant";20,8044720014907;70,3908921889873;7948537,34678203;54493781,0302195;31838,2563222164
"Faaone";"Tahiti";"Homme";"50 - 59 ans";"Artisan chef d'ent.";20,2202760943501;20,2202760943501;48447727,8341616;28409487,9125619;199666,445404022
"Faaone";"Tahiti";"Homme";"50 - 59 ans";"Employé";22,7074935854411;22,7074935854411;71138280,8065684;41963448,1458952;261067,5654232
"Faaone";"Tahiti";"Homme";"50 - 59 ans";"Retraité";19,9090689288639;19,9090689288639;50033710,2532924;34641779,9362232;209425,959061108
"Faaone";"Tahiti";"Homme";"50 - 59 ans";"Chômeur inactif";48,5048750662103;48,5048750662103;32743948,8477151;7938730,99830668;56255,4258773282
"Faaone";"Tahiti";"Homme";"60 ans +";"Cadre supérieur";22,0520305508519;22,0520305508519;79220382,9361065;133414784,832654;299369,192455334
"Faaone";"Tahiti";"Homme";"60 ans +";"Retraité";88,8714848456281;164,692387751258;157475922,777647;272495414,96023;147662,589272576
"Faie";"Huahine";"Femme";"0 - 13 ans";"Moins de 13 ans";;35,8448542968997;3897799,60532411;0;
"Faie";"Huahine";"Femme";"14 - 19 ans";"Chômeur inactif";;12,0586578359631;1076386,50489379;0;
"Faie";"Huahine";"Femme";"20 - 29 ans";"Employé";;22,7520487802376;3198748,588054;34043072,3095198;
"Faie";"Huahine";"Femme";"30 - 39 ans";"Artisan chef d'ent.";;10,6933909442745;506139,580174401;3421885,10216784;
"Faie";"Huahine";"Femme";"30 - 39 ans";"Employé";;12,2434127580369;153506,927973168;20889710,8477626;
"Faie";"Huahine";"Femme";"40 - 49 ans";"Chômeur inactif";;12,9080505945883;53038,662667576;5034139,73188944;
"Faie";"Huahine";"Femme";"50 - 59 ans";"Agricult. exploitant";;12,0586578359631;297291,251145317;2481671,78264121;
"Faie";"Huahine";"Femme";"50 - 59 ans";"Employé";;12,8336687428443;181184,706821263;6160160,99656526;
"Faie";"Huahine";"Femme";"50 - 59 ans";"Retraité";12,0586578359631;12,0586578359631;9735712,25894804;19896785,4293391;67280,236818125
"Faie";"Huahine";"Femme";"50 - 59 ans";"Chômeur inactif";10,6933909442745;10,6933909442745;13262202,8444478;7057638,02322117;103352,021461667
"Faie";"Huahine";"Homme";"0 - 13 ans";"Moins de 13 ans";;22,9368037023114;5279115,16799618;0;
"Faie";"Huahine";"Homme";"14 - 19 ans";"Chômeur inactif";;25,8161011891766;19349,1678412879;0;
"Faie";"Huahine";"Homme";"20 - 29 ans";"Agricult. exploitant";;10,6933909442745;1520377,75477345;7699241,47987764;
"Faie";"Huahine";"Homme";"20 - 29 ans";"Artisan chef d'ent.";;12,0586578359631;920453,651746133;241173,156719262;
"Faie";"Huahine";"Homme";"30 - 39 ans";"Profess. interméd.";12,2434127580369;12,2434127580369;87611213,9977269;41725550,6793898;596315,312086333
"Faie";"Huahine";"Homme";"30 - 39 ans";"Employé";12,8336687428443;12,8336687428443;6034933,63541011;385010,062285329;39186,8565693333
"Faie";"Huahine";"Homme";"50 - 59 ans";"Ouvrier";12,9080505945883;12,9080505945883;4857578,72780758;1962023,69037742;31360,136401
"Faie";"Huahine";"Homme";"60 ans +";"Retraité";12,0586578359631;12,0586578359631;11135369,3017752;24599661,9853647;76952,796442
"Fakarava";"Fakarava";"Femme";"0 - 13 ans";"Moins de 13 ans";;130,494760984246;4636679,58274075;0;
"Fakarava";"Fakarava";"Femme";"14 - 19 ans";"Agricult. exploitant";;16,9683232161119;248794,555895053;2584609,78305223;
"Fakarava";"Fakarava";"Femme";"14 - 19 ans";"Chômeur inactif";;80,5963403657656;5891915,99054681;0;
"Fakarava";"Fakarava";"Femme";"20 - 29 ans";"Agricult. exploitant";;16,2611829666006;35229,9076389057;6038520,09789347;
"Fakarava";"Fakarava";"Femme";"20 - 29 ans";"Cadre supérieur";9,70400896618442;9,70400896618442;12509208,9189727;16011614,7942043;107423,033121015
"Fakarava";"Fakarava";"Femme";"20 - 29 ans";"Employé";;8,42908743199677;207808,695027248;2275853,60663913;
"Fakarava";"Fakarava";"Femme";"20 - 29 ans";"Ouvrier";;9,28106363622718;0;1670591,45452089;
"Fakarava";"Fakarava";"Femme";"20 - 29 ans";"Chômeur inactif";9,93586820462141;43,8779916267295;4402555,61781071;4679467,13064692;36924,7686525185
"Fakarava";"Fakarava";"Femme";"30 - 39 ans";"Agricult. exploitant";;20,1035956476798;567303,498094738;20182786,2273086;
"Fakarava";"Fakarava";"Femme";"30 - 39 ans";"Cadre supérieur";;9,19404035250936;128798,942893107;33374366,479609;
"Fakarava";"Fakarava";"Femme";"30 - 39 ans";"Employé";;15,0440741034143;618154,976748802;18786452,6070282;
"Fakarava";"Fakarava";"Femme";"30 - 39 ans";"Ouvrier";;9,70400896618442;1376208,24372174;13100412,104349;
"Fakarava";"Fakarava";"Femme";"30 - 39 ans";"Chômeur inactif";19,7500255229242;47,3437091146526;9641474,27537775;18703774,401952;40681,2734840381
"Fakarava";"Fakarava";"Femme";"40 - 49 ans";"Agricult. exploitant";;34,6261386032188;497145,122788137;25591962,4571168;
"Fakarava";"Fakarava";"Femme";"40 - 49 ans";"Artisan chef d'ent.";;9,79103224990224;2178846,8902607;9516883,34690498;
"Fakarava";"Fakarava";"Femme";"40 - 49 ans";"Employé";;9,31575123882799;767951,775995416;19730761,1238377;
"Fakarava";"Fakarava";"Femme";"40 - 49 ans";"Ouvrier";;7,3683770577299;60552,7321586869;3684188,52886495;
"Fakarava";"Fakarava";"Femme";"40 - 49 ans";"Chômeur inactif";19,4080179323688;67,7022890691698;28652684,2064029;6075942,54410985;123027,693615464
"Fakarava";"Fakarava";"Femme";"50 - 59 ans";"Agricult. exploitant";;9,70400896618442;39873,3840024125;5240164,84173959;
"Fakarava";"Fakarava";"Femme";"50 - 59 ans";"Profess. interméd.";;8,42908743199677;387909,564050863;18965446,7219927;
"Fakarava";"Fakarava";"Femme";"50 - 59 ans";"Employé";;7,09026768249183;349603,509603995;15961610,6068256;
"Fakarava";"Fakarava";"Femme";"50 - 59 ans";"Ouvrier";;9,083892000391;923248,99138553;13080804,480563;
"Fakarava";"Fakarava";"Femme";"50 - 59 ans";"Retraité";8,69563427303457;46,1497253198667;4169222,73181795;59730244,2719325;39955,1334316006
"Fakarava";"Fakarava";"Femme";"50 - 59 ans";"Chômeur inactif";;19,4080179323688;0;11450730,5800976;
"Fakarava";"Fakarava";"Femme";"60 ans +";"Agricult. exploitant";;10,05757909094;0;7241456,9454768;
"Fakarava";"Fakarava";"Femme";"60 ans +";"Artisan chef d'ent.";9,43746212514662;9,43746212514662;7754370,41348065;15571812,5064919;68471,5367211798
"Fakarava";"Fakarava";"Femme";"60 ans +";"Retraité";63,5580333900205;91,3081154706683;67891237,0185158;157350307,922938;89014,7599463743
"Fakarava";"Fakarava";"Femme";"60 ans +";"Chômeur inactif";;18,1330963981812;1205411,80808222;19996427,9951674;
"Fakarava";"Fakarava";"Homme";"0 - 13 ans";"Moins de 13 ans";;228,394738057932;8584172,75705007;0;
"Fakarava";"Fakarava";"Homme";"14 - 19 ans";"Ouvrier";;10,05757909094;0;4023031,636376;
"Fakarava";"Fakarava";"Homme";"14 - 19 ans";"Chômeur inactif";;76,1605871138831;10119040,7638044;0;
"Fakarava";"Fakarava";"Homme";"20 - 29 ans";"Ouvrier";9,42589959094635;47,784302523126;17199593,8848703;88086026,6638893;152059,702798293
"Fakarava";"Fakarava";"Homme";"20 - 29 ans";"Chômeur inactif";;8,69563427303457;0;2086952,2255283;
"Fakarava";"Fakarava";"Homme";"30 - 39 ans";"Agricult. exploitant";17,6578153871069;33,7741623989884;20679877,8424113;19258273,9861589;97595,4904813754
"Fakarava";"Fakarava";"Homme";"30 - 39 ans";"Profess. interméd.";8,34206414827895;8,34206414827895;25957203,6872037;47549765,64519;259300,368448167
"Fakarava";"Fakarava";"Homme";"30 - 39 ans";"Ouvrier";47,4538574667709;47,4538574667709;38461646,018667;67456285,0783684;67542,1839092136
"Fakarava";"Fakarava";"Homme";"30 - 39 ans";"Chômeur inactif";;9,70400896618442;1677548,32728512;5385724,97623235;
"Fakarava";"Fakarava";"Homme";"40 - 49 ans";"Agricult. exploitant";35,7909117852881;45,4949207514725;23985735,3303802;11530723,8430217;55846,894583817
"Fakarava";"Fakarava";"Homme";"40 - 49 ans";"Artisan chef d'ent.";10,6776960567335;10,6776960567335;11589265,4162332;18451058,7860355;90447,6127516667
"Fakarava";"Fakarava";"Homme";"40 - 49 ans";"Employé";9,31575123882799;9,31575123882799;30624153,0553037;26549891,0306598;273945,996322
"Fakarava";"Fakarava";"Homme";"40 - 49 ans";"Ouvrier";58,9257170567334;58,9257170567334;53899837,729771;87180720,4006006;76225,6849555694
"Fakarava";"Fakarava";"Homme";"50 - 59 ans";"Agricult. exploitant";9,70400896618442;19,141471091331;25698900,720754;21837269,8545797;220689,723961054
"Fakarava";"Fakarava";"Homme";"50 - 59 ans";"Artisan chef d'ent.";10,6776960567335;10,6776960567335;15711237,4424697;26267132,2995644;122617,255624806
"Fakarava";"Fakarava";"Homme";"50 - 59 ans";"Cadre supérieur";9,79103224990224;9,79103224990224;25026826,8355899;46644477,6385343;213008,072053552
"Fakarava";"Fakarava";"Homme";"50 - 59 ans";"Employé";18,6315024776559;18,6315024776559;17514602,1640617;29144987,4236771;78337,7605799027
"Fakarava";"Fakarava";"Homme";"50 - 59 ans";"Ouvrier";9,70400896618442;9,70400896618442;3448624,81787542;5822405,37971065;29615,1211825
"Fakarava";"Fakarava";"Homme";"50 - 59 ans";"Retraité";40,6763867621178;60,0844046944867;59417973,8005164;116781455,455207;121729,047510215
"Fakarava";"Fakarava";"Homme";"50 - 59 ans";"Chômeur inactif";;19,3733303297681;350993,801934696;0;
"Fakarava";"Fakarava";"Homme";"60 ans +";"Retraité";83,4127302751786;93,116739241363;131979013,529109;200128798,620927;131853,388459322
"Fare";"Huahine";"Femme";"0 - 13 ans";"Moins de 13 ans";;200,537471326161;11554820,5733936;0;
"Fare";"Huahine";"Femme";"14 - 19 ans";"Chômeur inactif";;85,237603074358;18362572,8029533;0;
