"Comas";"Ile";"TrancheAge";"Sexe";"StatutMarital";"StatutOccupation";"StatutMaritalFreq";"AgeMin";"AgeMax"
"Gambier";"Taravai";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,333333333333333;0;13
"Gambier";"Taravai";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,666666666666667;0;13
"Gambier";"Taravai";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,5;30;39
"Gambier";"Taravai";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,5;30;39
"Gambier";"Taravai";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,333333333333333;50;59
"Gambier";"Taravai";"50 - 59 ans";"Homme";"Célibataire";"Locataire du logement, loué vide";0,666666666666667;50;59
"Gambier";"Taravai";"60 ans +";"Femme";"Divorcée";"Locataire du logement, loué vide";1;60;150
"Haamene";"Tahaa";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,467248908296943;0;13
"Haamene";"Tahaa";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,532751091703057;0;13
"Haamene";"Tahaa";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,420560747663551;14;19
"Haamene";"Tahaa";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,579439252336449;14;19
"Haamene";"Tahaa";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,4765625;20;29
"Haamene";"Tahaa";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,5234375;20;29
"Haamene";"Tahaa";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,456;30;39
"Haamene";"Tahaa";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,544;30;39
"Haamene";"Tahaa";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,511450381679389;40;49
"Haamene";"Tahaa";"40 - 49 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,488549618320611;40;49
"Haamene";"Tahaa";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,479452054794521;50;59
"Haamene";"Tahaa";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,520547945205479;50;59
"Haamene";"Tahaa";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,474576271186441;60;150
"Haamene";"Tahaa";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,525423728813559;60;150
"Haapiti";"Moorea";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,490790899241603;0;13
"Haapiti";"Moorea";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,509209100758397;0;13
"Haapiti";"Moorea";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,46070460704607;14;19
"Haapiti";"Moorea";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,53929539295393;14;19
"Haapiti";"Moorea";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,504105090311987;20;29
"Haapiti";"Moorea";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,495894909688013;20;29
"Haapiti";"Moorea";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,508108108108108;30;39
"Haapiti";"Moorea";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,491891891891892;30;39
"Haapiti";"Moorea";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,475;40;49
"Haapiti";"Moorea";"40 - 49 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,525;40;49
"Haapiti";"Moorea";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,511340206185567;50;59
"Haapiti";"Moorea";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,488659793814433;50;59
"Haapiti";"Moorea";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,446985446985447;60;150
"Haapiti";"Moorea";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,553014553014553;60;150
"Haapu";"Huahine";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,496774193548387;0;13
"Haapu";"Huahine";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,503225806451613;0;13
"Haapu";"Huahine";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,587301587301587;14;19
"Haapu";"Huahine";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,412698412698413;14;19
"Haapu";"Huahine";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,45679012345679;20;29
"Haapu";"Huahine";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,54320987654321;20;29
"Haapu";"Huahine";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,515463917525773;30;39
"Haapu";"Huahine";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,484536082474227;30;39
"Haapu";"Huahine";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,45;40;49
"Haapu";"Huahine";"40 - 49 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,55;40;49
"Haapu";"Huahine";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,469135802469136;50;59
"Haapu";"Huahine";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,530864197530864;50;59
"Haapu";"Huahine";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,480519480519481;60;150
"Haapu";"Huahine";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,519480519480519;60;150
"Hakahau";"Ua Pou";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,513100436681223;0;13
"Hakahau";"Ua Pou";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,486899563318777;0;13
"Hakahau";"Ua Pou";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,520833333333333;14;19
"Hakahau";"Ua Pou";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,479166666666667;14;19
"Hakahau";"Ua Pou";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,554621848739496;20;29
"Hakahau";"Ua Pou";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,445378151260504;20;29
"Hakahau";"Ua Pou";"30 - 39 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,446428571428571;30;39
"Hakahau";"Ua Pou";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,553571428571429;30;39
"Hakahau";"Ua Pou";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,472727272727273;40;49
"Hakahau";"Ua Pou";"40 - 49 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,527272727272727;40;49
"Hakahau";"Ua Pou";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,488095238095238;50;59
"Hakahau";"Ua Pou";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,511904761904762;50;59
"Hakahau";"Ua Pou";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,5;60;150
"Hakahau";"Ua Pou";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,5;60;150
"Hakamaii";"Ua Pou";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,529411764705882;0;13
"Hakamaii";"Ua Pou";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,470588235294118;0;13
"Hakamaii";"Ua Pou";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,444444444444444;14;19
"Hakamaii";"Ua Pou";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,555555555555556;14;19
"Hakamaii";"Ua Pou";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,384615384615385;20;29
"Hakamaii";"Ua Pou";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,615384615384615;20;29
"Hakamaii";"Ua Pou";"30 - 39 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,514705882352941;30;39
"Hakamaii";"Ua Pou";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,485294117647059;30;39
"Hakamaii";"Ua Pou";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,425;40;49
"Hakamaii";"Ua Pou";"40 - 49 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,575;40;49
"Hakamaii";"Ua Pou";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,541666666666667;50;59
"Hakamaii";"Ua Pou";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,458333333333333;50;59
"Hakamaii";"Ua Pou";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,53030303030303;60;150
"Hakamaii";"Ua Pou";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,46969696969697;60;150
"Hao";"Hao";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,531365313653137;0;13
"Hao";"Hao";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,468634686346863;0;13
"Hao";"Hao";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,534351145038168;14;19
"Hao";"Hao";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,465648854961832;14;19
"Hao";"Hao";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,431578947368421;20;29
"Hao";"Hao";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,568421052631579;20;29
"Hao";"Hao";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,450617283950617;30;39
"Hao";"Hao";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,549382716049383;30;39
"Hao";"Hao";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,473684210526316;40;49
"Hao";"Hao";"40 - 49 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,526315789473684;40;49
"Hao";"Hao";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,423529411764706;50;59
"Hao";"Hao";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,576470588235294;50;59
"Hao";"Hao";"60 ans +";"Femme";"Veuf,veuve";"Propriétaire du sol et du logement";0,493333333333333;60;150
"Hao";"Hao";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,506666666666667;60;150
"Hatiheu";"Nuku Hiva";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,574712643678161;0;13
"Hatiheu";"Nuku Hiva";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,425287356321839;0;13
"Hatiheu";"Nuku Hiva";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,526315789473684;14;19
"Hatiheu";"Nuku Hiva";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,473684210526316;14;19
"Hatiheu";"Nuku Hiva";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,476190476190476;20;29
"Hatiheu";"Nuku Hiva";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,523809523809524;20;29
"Hatiheu";"Nuku Hiva";"30 - 39 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,433962264150943;30;39
"Hatiheu";"Nuku Hiva";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,566037735849057;30;39
"Hatiheu";"Nuku Hiva";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,442307692307692;40;49
"Hatiheu";"Nuku Hiva";"40 - 49 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,557692307692308;40;49
"Hatiheu";"Nuku Hiva";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,315789473684211;50;59
"Hatiheu";"Nuku Hiva";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,684210526315789;50;59
"Hatiheu";"Nuku Hiva";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,512820512820513;60;150
"Hatiheu";"Nuku Hiva";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,487179487179487;60;150
"Hauti";"Rurutu";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,430894308943089;0;13
"Hauti";"Rurutu";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,569105691056911;0;13
"Hauti";"Rurutu";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,5;14;19
"Hauti";"Rurutu";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,5;14;19
"Hauti";"Rurutu";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,405797101449275;20;29
"Hauti";"Rurutu";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,594202898550725;20;29
"Hauti";"Rurutu";"30 - 39 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,434782608695652;30;39
"Hauti";"Rurutu";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,565217391304348;30;39
"Hauti";"Rurutu";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,5;40;49
"Hauti";"Rurutu";"40 - 49 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,5;40;49
"Hauti";"Rurutu";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,432432432432432;50;59
"Hauti";"Rurutu";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,567567567567568;50;59
"Hauti";"Rurutu";"60 ans +";"Femme";"Veuf,veuve";"Propriétaire du sol et du logement";0,647058823529412;60;150
"Hauti";"Rurutu";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,352941176470588;60;150
"Hereheretue";"Hereheretue";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,6;0;13
"Hereheretue";"Hereheretue";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,4;0;13
"Hereheretue";"Hereheretue";"14 - 19 ans";"Femme";"Célibataire";"Locataire du logement, loué vide";0,125;14;19
"Hereheretue";"Hereheretue";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,875;14;19
"Hereheretue";"Hereheretue";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,416666666666667;20;29
"Hereheretue";"Hereheretue";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,583333333333333;20;29
"Hereheretue";"Hereheretue";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,875;30;39
"Hereheretue";"Hereheretue";"30 - 39 ans";"Homme";"Célibataire";"Logé gratuitement (parents, amis, employeurs)";0,125;30;39
"Hereheretue";"Hereheretue";"40 - 49 ans";"Femme";"Veuf,veuve";"Locataire du logement, loué vide";0,2;40;49
"Hereheretue";"Hereheretue";"40 - 49 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,8;40;49
"Hereheretue";"Hereheretue";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,555555555555556;50;59
"Hereheretue";"Hereheretue";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,444444444444444;50;59
"Hereheretue";"Hereheretue";"60 ans +";"Femme";"Veuf,veuve";"Propriétaire du sol et du logement";0,25;60;150
"Hereheretue";"Hereheretue";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,75;60;150
"Hikueru";"Hikueru";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,473684210526316;0;13
"Hikueru";"Hikueru";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,526315789473684;0;13
"Hikueru";"Hikueru";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,4;14;19
"Hikueru";"Hikueru";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,6;14;19
"Hikueru";"Hikueru";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,58974358974359;20;29
"Hikueru";"Hikueru";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,41025641025641;20;29
"Hikueru";"Hikueru";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,277777777777778;30;39
"Hikueru";"Hikueru";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,722222222222222;30;39
"Hikueru";"Hikueru";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,533333333333333;40;49
"Hikueru";"Hikueru";"40 - 49 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,466666666666667;40;49
"Hikueru";"Hikueru";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,533333333333333;50;59
"Hikueru";"Hikueru";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,466666666666667;50;59
"Hikueru";"Hikueru";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,4;60;150
"Hikueru";"Hikueru";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,6;60;150
"Hipu";"Tahaa";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,462121212121212;0;13
"Hipu";"Tahaa";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,537878787878788;0;13
"Hipu";"Tahaa";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,575757575757576;14;19
"Hipu";"Tahaa";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,424242424242424;14;19
"Hipu";"Tahaa";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,546511627906977;20;29
"Hipu";"Tahaa";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,453488372093023;20;29
"Hipu";"Tahaa";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,433333333333333;30;39
"Hipu";"Tahaa";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,566666666666667;30;39
"Hipu";"Tahaa";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,390625;40;49
"Hipu";"Tahaa";"40 - 49 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,609375;40;49
"Hipu";"Tahaa";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,540540540540541;50;59
"Hipu";"Tahaa";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,459459459459459;50;59
"Hipu";"Tahaa";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,566037735849057;60;150
"Hipu";"Tahaa";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,433962264150943;60;150
"Hitiaa";"Tahiti";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,492170022371365;0;13
"Hitiaa";"Tahiti";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,507829977628635;0;13
"Hitiaa";"Tahiti";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,445414847161572;14;19
"Hitiaa";"Tahiti";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,554585152838428;14;19
"Hitiaa";"Tahiti";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,485148514851485;20;29
"Hitiaa";"Tahiti";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,514851485148515;20;29
"Hitiaa";"Tahiti";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,477966101694915;30;39
"Hitiaa";"Tahiti";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,522033898305085;30;39
"Hitiaa";"Tahiti";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,511538461538461;40;49
"Hitiaa";"Tahiti";"40 - 49 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,488461538461538;40;49
"Hitiaa";"Tahiti";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,426966292134831;50;59
"Hitiaa";"Tahiti";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,573033707865168;50;59
"Hitiaa";"Tahiti";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,560846560846561;60;150
"Hitiaa";"Tahiti";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,439153439153439;60;150
"Hitiaa";"Tahiti";;"Femme";"Marié(e)";"Propriétaire du sol et du logement";1;;150
"Iripau";"Tahaa";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,526315789473684;0;13
"Iripau";"Tahaa";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,473684210526316;0;13
"Iripau";"Tahaa";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,41044776119403;14;19
"Iripau";"Tahaa";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,58955223880597;14;19
"Iripau";"Tahaa";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,51010101010101;20;29
"Iripau";"Tahaa";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,48989898989899;20;29
"Iripau";"Tahaa";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,456521739130435;30;39
"Iripau";"Tahaa";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,543478260869565;30;39
"Iripau";"Tahaa";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,467065868263473;40;49
"Iripau";"Tahaa";"40 - 49 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,532934131736527;40;49
"Iripau";"Tahaa";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,394957983193277;50;59
"Iripau";"Tahaa";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,605042016806723;50;59
"Iripau";"Tahaa";"60 ans +";"Femme";"Veuf,veuve";"Propriétaire du sol et du logement";0,51063829787234;60;150
"Iripau";"Tahaa";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,48936170212766;60;150
"Iripau";"Tahaa";;"Femme";"Veuf,veuve";"Propriétaire du sol et du logement";1;;150
"Katiu";"Katiu";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,455882352941176;0;13
"Katiu";"Katiu";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,544117647058823;0;13
"Katiu";"Katiu";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,545454545454545;14;19
"Katiu";"Katiu";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,454545454545455;14;19
"Katiu";"Katiu";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,527777777777778;20;29
"Katiu";"Katiu";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,472222222222222;20;29
"Katiu";"Katiu";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,466666666666667;30;39
"Katiu";"Katiu";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,533333333333333;30;39
"Katiu";"Katiu";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,555555555555556;40;49
"Katiu";"Katiu";"40 - 49 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,444444444444444;40;49
"Katiu";"Katiu";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,409090909090909;50;59
"Katiu";"Katiu";"50 - 59 ans";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,590909090909091;50;59
"Katiu";"Katiu";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,526315789473684;60;150
"Katiu";"Katiu";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,473684210526316;60;150
"Kauehi";"Aratika";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,464285714285714;0;13
"Kauehi";"Aratika";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,535714285714286;0;13
"Kauehi";"Aratika";"14 - 19 ans";"Femme";"Célibataire";"Locataire du logement, loué vide";0,307692307692308;14;19
"Kauehi";"Aratika";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,692307692307692;14;19
"Kauehi";"Aratika";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,444444444444444;20;29
"Kauehi";"Aratika";"20 - 29 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,555555555555556;20;29
"Kauehi";"Aratika";"30 - 39 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,363636363636364;30;39
"Kauehi";"Aratika";"30 - 39 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,636363636363636;30;39
"Kauehi";"Aratika";"40 - 49 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,428571428571429;40;49
"Kauehi";"Aratika";"40 - 49 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,571428571428571;40;49
"Kauehi";"Aratika";"50 - 59 ans";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,333333333333333;50;59
"Kauehi";"Aratika";"50 - 59 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,666666666666667;50;59
"Kauehi";"Aratika";"60 ans +";"Femme";"Marié(e)";"Propriétaire du sol et du logement";0,222222222222222;60;150
"Kauehi";"Aratika";"60 ans +";"Homme";"Marié(e)";"Propriétaire du sol et du logement";0,777777777777778;60;150
"Kauehi";"Kauehi";"0 - 13 ans";"Femme";"Non concerné";"Propriétaire du sol et du logement";0,396551724137931;0;13
"Kauehi";"Kauehi";"0 - 13 ans";"Homme";"Non concerné";"Propriétaire du sol et du logement";0,603448275862069;0;13
"Kauehi";"Kauehi";"14 - 19 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,416666666666667;14;19
"Kauehi";"Kauehi";"14 - 19 ans";"Homme";"Célibataire";"Propriétaire du sol et du logement";0,583333333333333;14;19
"Kauehi";"Kauehi";"20 - 29 ans";"Femme";"Célibataire";"Propriétaire du sol et du logement";0,520833333333333;20;29
