"Comas";"Ile";"Sexe";"TrancheAge";"CS8";"Menages";"Individus";"ResidencesPrincipales";"PopMoyenneMenage"
"Mahaena";"Tahiti";"Hommes";"60-69 ans";"Agriculteurs exploitants";1;1;1;1
"Mahaena";"Tahiti";"Hommes";"60-69 ans";"Cadres et professions intellectuelles supérieures";2;2;2;3,5
"Mahaena";"Tahiti";"Hommes";"60-69 ans";"Professions intermédiaires";1;1;1;9
"Mahaena";"Tahiti";"Hommes";"60-69 ans";"Employés";3;3;3;6,33333333333333
"Mahaena";"Tahiti";"Hommes";"60-69 ans";"Sans emploi";6;22;6;1,33333333333333
"Mahaena";"Tahiti";"Hommes";"70-79 ans";"Agriculteurs exploitants";1;1;1;3
"Mahaena";"Tahiti";"Hommes";"70-79 ans";"Sans emploi";3;7;3;2,33333333333333
"Mahaena";"Tahiti";"Hommes";"80 ans et plus";"Sans emploi";2;2;2;2
"Mahaena";"Tahiti";"Femmes";"0-9 ans";"Né après le 22/08/1998";;101;;
"Mahaena";"Tahiti";"Femmes";"10-19 ans";"Sans emploi";2;51;2;4
"Mahaena";"Tahiti";"Femmes";"10-19 ans";"Né après le 22/08/1998";;41;;
"Mahaena";"Tahiti";"Femmes";"20-29 ans";"Agriculteurs exploitants";;1;;
"Mahaena";"Tahiti";"Femmes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";;1;;
"Mahaena";"Tahiti";"Femmes";"20-29 ans";"Professions intermédiaires";;2;;
"Mahaena";"Tahiti";"Femmes";"20-29 ans";"Employés";4;17;4;4,5
"Mahaena";"Tahiti";"Femmes";"20-29 ans";"Ouvriers";1;2;1;2
"Mahaena";"Tahiti";"Femmes";"20-29 ans";"Sans emploi";1;65;1;4
"Mahaena";"Tahiti";"Femmes";"30-39 ans";"Agriculteurs exploitants";1;2;1;4
"Mahaena";"Tahiti";"Femmes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";1;3;1;2
"Mahaena";"Tahiti";"Femmes";"30-39 ans";"Cadres et professions intellectuelles supérieures";;2;;
"Mahaena";"Tahiti";"Femmes";"30-39 ans";"Professions intermédiaires";3;5;3;3,66666666666667
"Mahaena";"Tahiti";"Femmes";"30-39 ans";"Employés";8;25;8;4,75
"Mahaena";"Tahiti";"Femmes";"30-39 ans";"Ouvriers";3;4;3;4,33333333333333
"Mahaena";"Tahiti";"Femmes";"30-39 ans";"Sans emploi";1;43;1;3
"Mahaena";"Tahiti";"Femmes";"40-49 ans";"Agriculteurs exploitants";;2;;
"Mahaena";"Tahiti";"Femmes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";1;2;1;4
"Mahaena";"Tahiti";"Femmes";"40-49 ans";"Professions intermédiaires";2;3;2;5,5
"Mahaena";"Tahiti";"Femmes";"40-49 ans";"Employés";7;19;7;2,85714285714286
"Mahaena";"Tahiti";"Femmes";"40-49 ans";"Ouvriers";2;5;2;1,5
"Mahaena";"Tahiti";"Femmes";"40-49 ans";"Sans emploi";2;43;2;1,5
"Mahaena";"Tahiti";"Femmes";"50-59 ans";"Agriculteurs exploitants";1;2;1;3
"Mahaena";"Tahiti";"Femmes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";1;2;1;2
"Mahaena";"Tahiti";"Femmes";"50-59 ans";"Professions intermédiaires";1;1;1;3
"Mahaena";"Tahiti";"Femmes";"50-59 ans";"Employés";2;7;2;3,5
"Mahaena";"Tahiti";"Femmes";"50-59 ans";"Ouvriers";1;1;1;2
"Mahaena";"Tahiti";"Femmes";"50-59 ans";"Sans emploi";1;29;1;1
"Mahaena";"Tahiti";"Femmes";"60-69 ans";"Employés";1;1;1;4
"Mahaena";"Tahiti";"Femmes";"60-69 ans";"Ouvriers";;1;;
"Mahaena";"Tahiti";"Femmes";"60-69 ans";"Sans emploi";6;23;6;1,33333333333333
"Mahaena";"Tahiti";"Femmes";"70-79 ans";"Professions intermédiaires";;1;;
"Mahaena";"Tahiti";"Femmes";"70-79 ans";"Sans emploi";3;9;3;1
"Mahaena";"Tahiti";"Femmes";"80 ans et plus";"Sans emploi";2;11;2;1
"Papenoo";"Tahiti";"Hommes";"0-9 ans";"Né après le 22/08/1998";;310;;
"Papenoo";"Tahiti";"Hommes";"10-19 ans";"Employés";;1;;
"Papenoo";"Tahiti";"Hommes";"10-19 ans";"Ouvriers";2;4;2;2,5
"Papenoo";"Tahiti";"Hommes";"10-19 ans";"Sans emploi";8;192;8;3
"Papenoo";"Tahiti";"Hommes";"10-19 ans";"Né après le 22/08/1998";;150;;
"Papenoo";"Tahiti";"Hommes";"20-29 ans";"Agriculteurs exploitants";;1;;
"Papenoo";"Tahiti";"Hommes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";4;10;4;5,5
"Papenoo";"Tahiti";"Hommes";"20-29 ans";"Cadres et professions intellectuelles supérieures";2;5;2;2
"Papenoo";"Tahiti";"Hommes";"20-29 ans";"Professions intermédiaires";6;14;6;3,33333333333333
"Papenoo";"Tahiti";"Hommes";"20-29 ans";"Employés";19;46;19;5,21052631578947
"Papenoo";"Tahiti";"Hommes";"20-29 ans";"Ouvriers";58;99;58;4,13793103448276
"Papenoo";"Tahiti";"Hommes";"20-29 ans";"Sans emploi";36;172;36;3,75
"Papenoo";"Tahiti";"Hommes";"30-39 ans";"Agriculteurs exploitants";;1;;
"Papenoo";"Tahiti";"Hommes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";16;19;16;3,3125
"Papenoo";"Tahiti";"Hommes";"30-39 ans";"Cadres et professions intellectuelles supérieures";8;8;8;3,875
"Papenoo";"Tahiti";"Hommes";"30-39 ans";"Professions intermédiaires";26;30;26;3,88461538461538
"Papenoo";"Tahiti";"Hommes";"30-39 ans";"Employés";45;59;45;4,22222222222222
"Papenoo";"Tahiti";"Hommes";"30-39 ans";"Ouvriers";89;106;89;4,56179775280899
"Papenoo";"Tahiti";"Hommes";"30-39 ans";"Sans emploi";22;71;22;3,40909090909091
"Papenoo";"Tahiti";"Hommes";"40-49 ans";"Agriculteurs exploitants";4;4;4;4
"Papenoo";"Tahiti";"Hommes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";24;25;24;3,83333333333333
"Papenoo";"Tahiti";"Hommes";"40-49 ans";"Cadres et professions intellectuelles supérieures";9;10;9;3,55555555555556
"Papenoo";"Tahiti";"Hommes";"40-49 ans";"Professions intermédiaires";29;29;29;3,89655172413793
"Papenoo";"Tahiti";"Hommes";"40-49 ans";"Employés";36;37;36;4,33333333333333
"Papenoo";"Tahiti";"Hommes";"40-49 ans";"Ouvriers";109;115;109;4,61467889908257
"Papenoo";"Tahiti";"Hommes";"40-49 ans";"Sans emploi";35;77;35;3,11428571428571
"Papenoo";"Tahiti";"Hommes";"50-59 ans";"Agriculteurs exploitants";2;2;2;5
"Papenoo";"Tahiti";"Hommes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";13;14;13;3,46153846153846
"Papenoo";"Tahiti";"Hommes";"50-59 ans";"Cadres et professions intellectuelles supérieures";2;2;2;3,5
"Papenoo";"Tahiti";"Hommes";"50-59 ans";"Professions intermédiaires";8;8;8;3,875
"Papenoo";"Tahiti";"Hommes";"50-59 ans";"Employés";28;29;28;4,28571428571429
"Papenoo";"Tahiti";"Hommes";"50-59 ans";"Ouvriers";46;49;46;4,41304347826087
"Papenoo";"Tahiti";"Hommes";"50-59 ans";"Sans emploi";34;97;34;2,73529411764706
"Papenoo";"Tahiti";"Hommes";"60-69 ans";"Artisans, commerçants et chefs d'entreprise";4;4;4;3,5
"Papenoo";"Tahiti";"Hommes";"60-69 ans";"Professions intermédiaires";3;3;3;3,33333333333333
"Papenoo";"Tahiti";"Hommes";"60-69 ans";"Employés";5;5;5;4,4
"Papenoo";"Tahiti";"Hommes";"60-69 ans";"Ouvriers";6;6;6;8,16666666666667
"Papenoo";"Tahiti";"Hommes";"60-69 ans";"Sans emploi";46;79;46;2,30434782608696
"Papenoo";"Tahiti";"Hommes";"70-79 ans";"Artisans, commerçants et chefs d'entreprise";3;3;3;2,33333333333333
"Papenoo";"Tahiti";"Hommes";"70-79 ans";"Employés";1;1;1;9
"Papenoo";"Tahiti";"Hommes";"70-79 ans";"Sans emploi";20;42;20;2,15
"Papenoo";"Tahiti";"Hommes";"80 ans et plus";"Ouvriers";1;1;1;1
"Papenoo";"Tahiti";"Hommes";"80 ans et plus";"Sans emploi";7;12;7;1,57142857142857
"Papenoo";"Tahiti";"Femmes";"0-9 ans";"Né après le 22/08/1998";;296;;
"Papenoo";"Tahiti";"Femmes";"10-19 ans";"Agriculteurs exploitants";;1;;
"Papenoo";"Tahiti";"Femmes";"10-19 ans";"Ouvriers";;1;;
"Papenoo";"Tahiti";"Femmes";"10-19 ans";"Sans emploi";3;176;3;5,33333333333333
"Papenoo";"Tahiti";"Femmes";"10-19 ans";"Né après le 22/08/1998";;127;;
"Papenoo";"Tahiti";"Femmes";"20-29 ans";"Agriculteurs exploitants";;1;;
"Papenoo";"Tahiti";"Femmes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";;2;;
"Papenoo";"Tahiti";"Femmes";"20-29 ans";"Cadres et professions intellectuelles supérieures";;3;;
"Papenoo";"Tahiti";"Femmes";"20-29 ans";"Professions intermédiaires";4;16;4;4,75
"Papenoo";"Tahiti";"Femmes";"20-29 ans";"Employés";10;62;10;4
"Papenoo";"Tahiti";"Femmes";"20-29 ans";"Ouvriers";2;13;2;3
"Papenoo";"Tahiti";"Femmes";"20-29 ans";"Sans emploi";10;223;10;3,3
"Papenoo";"Tahiti";"Femmes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";2;12;2;3,5
"Papenoo";"Tahiti";"Femmes";"30-39 ans";"Cadres et professions intellectuelles supérieures";3;6;3;2,33333333333333
"Papenoo";"Tahiti";"Femmes";"30-39 ans";"Professions intermédiaires";12;35;12;2,25
"Papenoo";"Tahiti";"Femmes";"30-39 ans";"Employés";22;97;22;4,81818181818182
"Papenoo";"Tahiti";"Femmes";"30-39 ans";"Ouvriers";2;17;2;3,5
"Papenoo";"Tahiti";"Femmes";"30-39 ans";"Sans emploi";4;128;4;4
"Papenoo";"Tahiti";"Femmes";"40-49 ans";"Agriculteurs exploitants";1;1;1;9
"Papenoo";"Tahiti";"Femmes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";4;13;4;4
"Papenoo";"Tahiti";"Femmes";"40-49 ans";"Cadres et professions intellectuelles supérieures";1;2;1;5
"Papenoo";"Tahiti";"Femmes";"40-49 ans";"Professions intermédiaires";9;27;9;2,11111111111111
"Papenoo";"Tahiti";"Femmes";"40-49 ans";"Employés";22;78;22;3,59090909090909
"Papenoo";"Tahiti";"Femmes";"40-49 ans";"Ouvriers";6;20;6;3,16666666666667
"Papenoo";"Tahiti";"Femmes";"40-49 ans";"Sans emploi";6;121;6;2,33333333333333
"Papenoo";"Tahiti";"Femmes";"50-59 ans";"Agriculteurs exploitants";;1;;
"Papenoo";"Tahiti";"Femmes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";1;6;1;1
"Papenoo";"Tahiti";"Femmes";"50-59 ans";"Cadres et professions intellectuelles supérieures";2;4;2;3
"Papenoo";"Tahiti";"Femmes";"50-59 ans";"Professions intermédiaires";5;7;5;2
"Papenoo";"Tahiti";"Femmes";"50-59 ans";"Employés";17;42;17;2,76470588235294
"Papenoo";"Tahiti";"Femmes";"50-59 ans";"Ouvriers";4;11;4;4,75
"Papenoo";"Tahiti";"Femmes";"50-59 ans";"Sans emploi";6;128;6;1,33333333333333
"Papenoo";"Tahiti";"Femmes";"60-69 ans";"Artisans, commerçants et chefs d'entreprise";;1;;
"Papenoo";"Tahiti";"Femmes";"60-69 ans";"Employés";;3;;
"Papenoo";"Tahiti";"Femmes";"60-69 ans";"Sans emploi";8;74;8;1,125
"Papenoo";"Tahiti";"Femmes";"70-79 ans";"Sans emploi";8;44;8;1
"Papenoo";"Tahiti";"Femmes";"80 ans et plus";"Sans emploi";5;15;5;1,2
"Tiarei";"Tahiti";"Hommes";"0-9 ans";"Né après le 22/08/1998";;206;;
"Tiarei";"Tahiti";"Hommes";"10-19 ans";"Agriculteurs exploitants";;1;;
"Tiarei";"Tahiti";"Hommes";"10-19 ans";"Ouvriers";1;3;1;1
"Tiarei";"Tahiti";"Hommes";"10-19 ans";"Sans emploi";11;169;11;3,18181818181818
"Tiarei";"Tahiti";"Hommes";"10-19 ans";"Né après le 22/08/1998";;110;;
"Tiarei";"Tahiti";"Hommes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";3;5;3;5
"Tiarei";"Tahiti";"Hommes";"20-29 ans";"Cadres et professions intellectuelles supérieures";3;4;3;2,66666666666667
"Tiarei";"Tahiti";"Hommes";"20-29 ans";"Professions intermédiaires";4;6;4;4,25
"Tiarei";"Tahiti";"Hommes";"20-29 ans";"Employés";13;21;13;5,30769230769231
"Tiarei";"Tahiti";"Hommes";"20-29 ans";"Ouvriers";43;70;43;4,67441860465116
"Tiarei";"Tahiti";"Hommes";"20-29 ans";"Sans emploi";32;144;32;4,40625
"Tiarei";"Tahiti";"Hommes";"30-39 ans";"Agriculteurs exploitants";2;2;2;3,5
"Tiarei";"Tahiti";"Hommes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";13;14;13;5,07692307692308
"Tiarei";"Tahiti";"Hommes";"30-39 ans";"Cadres et professions intellectuelles supérieures";;1;;
"Tiarei";"Tahiti";"Hommes";"30-39 ans";"Professions intermédiaires";11;12;11;4
"Tiarei";"Tahiti";"Hommes";"30-39 ans";"Employés";29;36;29;4,96551724137931
"Tiarei";"Tahiti";"Hommes";"30-39 ans";"Ouvriers";60;71;60;5
"Tiarei";"Tahiti";"Hommes";"30-39 ans";"Sans emploi";35;68;35;3,94285714285714
"Tiarei";"Tahiti";"Hommes";"40-49 ans";"Agriculteurs exploitants";4;4;4;3,75
"Tiarei";"Tahiti";"Hommes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";9;9;9;3,44444444444444
"Tiarei";"Tahiti";"Hommes";"40-49 ans";"Cadres et professions intellectuelles supérieures";1;1;1;4
"Tiarei";"Tahiti";"Hommes";"40-49 ans";"Professions intermédiaires";10;11;10;3
"Tiarei";"Tahiti";"Hommes";"40-49 ans";"Employés";28;29;28;4,5
"Tiarei";"Tahiti";"Hommes";"40-49 ans";"Ouvriers";80;81;80;4,75
"Tiarei";"Tahiti";"Hommes";"40-49 ans";"Sans emploi";35;72;35;3,57142857142857
"Tiarei";"Tahiti";"Hommes";"50-59 ans";"Agriculteurs exploitants";4;4;4;4,75
"Tiarei";"Tahiti";"Hommes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";5;5;5;4
"Tiarei";"Tahiti";"Hommes";"50-59 ans";"Cadres et professions intellectuelles supérieures";1;1;1;3
"Tiarei";"Tahiti";"Hommes";"50-59 ans";"Professions intermédiaires";8;8;8;4,875
"Tiarei";"Tahiti";"Hommes";"50-59 ans";"Employés";18;19;18;5
"Tiarei";"Tahiti";"Hommes";"50-59 ans";"Ouvriers";32;32;32;4,375
"Tiarei";"Tahiti";"Hommes";"50-59 ans";"Sans emploi";29;81;29;2,75862068965517
"Tiarei";"Tahiti";"Hommes";"60-69 ans";"Artisans, commerçants et chefs d'entreprise";1;1;1;5
"Tiarei";"Tahiti";"Hommes";"60-69 ans";"Employés";;1;;
"Tiarei";"Tahiti";"Hommes";"60-69 ans";"Ouvriers";2;2;2;4
"Tiarei";"Tahiti";"Hommes";"60-69 ans";"Sans emploi";33;68;33;2,21212121212121
"Tiarei";"Tahiti";"Hommes";"70-79 ans";"Sans emploi";14;29;14;2
"Tiarei";"Tahiti";"Hommes";"80 ans et plus";"Sans emploi";3;7;3;2,66666666666667
"Tiarei";"Tahiti";"Femmes";"0-9 ans";"Né après le 22/08/1998";;240;;
"Tiarei";"Tahiti";"Femmes";"10-19 ans";"Employés";;1;;
"Tiarei";"Tahiti";"Femmes";"10-19 ans";"Sans emploi";1;135;1;4
"Tiarei";"Tahiti";"Femmes";"10-19 ans";"Né après le 22/08/1998";;123;;
"Tiarei";"Tahiti";"Femmes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";1;4;1;3
"Tiarei";"Tahiti";"Femmes";"20-29 ans";"Cadres et professions intellectuelles supérieures";;1;;
"Tiarei";"Tahiti";"Femmes";"20-29 ans";"Professions intermédiaires";1;8;1;3
"Tiarei";"Tahiti";"Femmes";"20-29 ans";"Employés";13;51;13;3,76923076923077
"Tiarei";"Tahiti";"Femmes";"20-29 ans";"Ouvriers";;4;;
"Tiarei";"Tahiti";"Femmes";"20-29 ans";"Sans emploi";7;173;7;3
"Tiarei";"Tahiti";"Femmes";"30-39 ans";"Agriculteurs exploitants";;1;;
"Tiarei";"Tahiti";"Femmes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";1;2;1;4
"Tiarei";"Tahiti";"Femmes";"30-39 ans";"Cadres et professions intellectuelles supérieures";;2;;
"Tiarei";"Tahiti";"Femmes";"30-39 ans";"Professions intermédiaires";5;12;5;3,2
"Tiarei";"Tahiti";"Femmes";"30-39 ans";"Employés";11;54;11;3
"Tiarei";"Tahiti";"Femmes";"30-39 ans";"Ouvriers";4;10;4;3
"Tiarei";"Tahiti";"Femmes";"30-39 ans";"Sans emploi";5;109;5;4,4
"Tiarei";"Tahiti";"Femmes";"40-49 ans";"Agriculteurs exploitants";;1;;
"Tiarei";"Tahiti";"Femmes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";1;5;1;2
"Tiarei";"Tahiti";"Femmes";"40-49 ans";"Cadres et professions intellectuelles supérieures";1;2;1;5
"Tiarei";"Tahiti";"Femmes";"40-49 ans";"Professions intermédiaires";1;7;1;3
"Tiarei";"Tahiti";"Femmes";"40-49 ans";"Employés";17;54;17;3,35294117647059
"Tiarei";"Tahiti";"Femmes";"40-49 ans";"Ouvriers";6;14;6;4
"Tiarei";"Tahiti";"Femmes";"40-49 ans";"Sans emploi";9;116;9;2,33333333333333
"Tiarei";"Tahiti";"Femmes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";3;4;3;2,33333333333333
"Tiarei";"Tahiti";"Femmes";"50-59 ans";"Cadres et professions intellectuelles supérieures";1;3;1;3
"Tiarei";"Tahiti";"Femmes";"50-59 ans";"Professions intermédiaires";1;4;1;1
"Tiarei";"Tahiti";"Femmes";"50-59 ans";"Employés";11;24;11;3,36363636363636
"Tiarei";"Tahiti";"Femmes";"50-59 ans";"Ouvriers";4;8;4;3,25
"Tiarei";"Tahiti";"Femmes";"50-59 ans";"Sans emploi";7;87;7;1,28571428571429
"Tiarei";"Tahiti";"Femmes";"60-69 ans";"Employés";2;3;2;1,5
"Tiarei";"Tahiti";"Femmes";"60-69 ans";"Sans emploi";9;63;9;1,33333333333333
"Tiarei";"Tahiti";"Femmes";"70-79 ans";"Sans emploi";1;27;1;1
"Tiarei";"Tahiti";"Femmes";"80 ans et plus";"Sans emploi";3;18;3;1
"Atuona";"Hiva Oa";"Hommes";"0-9 ans";"Né après le 22/08/1998";;174;;
"Atuona";"Hiva Oa";"Hommes";"10-19 ans";"Agriculteurs exploitants";;1;;
"Atuona";"Hiva Oa";"Hommes";"10-19 ans";"Ouvriers";;10;;
"Atuona";"Hiva Oa";"Hommes";"10-19 ans";"Sans emploi";2;77;2;3,5
"Atuona";"Hiva Oa";"Hommes";"10-19 ans";"Né après le 22/08/1998";;56;;
"Atuona";"Hiva Oa";"Hommes";"20-29 ans";"Agriculteurs exploitants";5;10;5;4,2
"Atuona";"Hiva Oa";"Hommes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";4;5;4;3,75
"Atuona";"Hiva Oa";"Hommes";"20-29 ans";"Professions intermédiaires";3;5;3;3,66666666666667
"Atuona";"Hiva Oa";"Hommes";"20-29 ans";"Employés";11;17;11;2,81818181818182
"Atuona";"Hiva Oa";"Hommes";"20-29 ans";"Ouvriers";10;24;10;5,2
"Atuona";"Hiva Oa";"Hommes";"20-29 ans";"Sans emploi";22;79;22;2,54545454545455
"Atuona";"Hiva Oa";"Hommes";"30-39 ans";"Agriculteurs exploitants";16;17;16;3,75
"Atuona";"Hiva Oa";"Hommes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";5;5;5;5,2
"Atuona";"Hiva Oa";"Hommes";"30-39 ans";"Cadres et professions intellectuelles supérieures";6;6;6;3
"Atuona";"Hiva Oa";"Hommes";"30-39 ans";"Professions intermédiaires";17;19;17;3,17647058823529
"Atuona";"Hiva Oa";"Hommes";"30-39 ans";"Employés";19;23;19;4,10526315789474
"Atuona";"Hiva Oa";"Hommes";"30-39 ans";"Ouvriers";33;36;33;4,21212121212121
"Atuona";"Hiva Oa";"Hommes";"30-39 ans";"Sans emploi";17;52;17;2,64705882352941
"Atuona";"Hiva Oa";"Hommes";"40-49 ans";"Agriculteurs exploitants";8;10;8;4,5
"Atuona";"Hiva Oa";"Hommes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";13;13;13;4,07692307692308
"Atuona";"Hiva Oa";"Hommes";"40-49 ans";"Cadres et professions intellectuelles supérieures";2;2;2;4,5
"Atuona";"Hiva Oa";"Hommes";"40-49 ans";"Professions intermédiaires";19;19;19;3,36842105263158
"Atuona";"Hiva Oa";"Hommes";"40-49 ans";"Employés";30;31;30;3,33333333333333
"Atuona";"Hiva Oa";"Hommes";"40-49 ans";"Ouvriers";36;38;36;3,72222222222222
"Atuona";"Hiva Oa";"Hommes";"40-49 ans";"Sans emploi";17;32;17;3,41176470588235
"Atuona";"Hiva Oa";"Hommes";"50-59 ans";"Agriculteurs exploitants";6;6;6;2,5
"Atuona";"Hiva Oa";"Hommes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";9;9;9;3
"Atuona";"Hiva Oa";"Hommes";"50-59 ans";"Cadres et professions intellectuelles supérieures";4;4;4;2,25
"Atuona";"Hiva Oa";"Hommes";"50-59 ans";"Professions intermédiaires";14;14;14;2,92857142857143
"Atuona";"Hiva Oa";"Hommes";"50-59 ans";"Employés";25;25;25;4,4
"Atuona";"Hiva Oa";"Hommes";"50-59 ans";"Ouvriers";19;19;19;4,78947368421053
"Atuona";"Hiva Oa";"Hommes";"50-59 ans";"Sans emploi";22;46;22;2,31818181818182
"Atuona";"Hiva Oa";"Hommes";"60-69 ans";"Agriculteurs exploitants";4;4;4;1,5
"Atuona";"Hiva Oa";"Hommes";"60-69 ans";"Artisans, commerçants et chefs d'entreprise";1;1;1;3
"Atuona";"Hiva Oa";"Hommes";"60-69 ans";"Cadres et professions intellectuelles supérieures";2;2;2;2
"Atuona";"Hiva Oa";"Hommes";"60-69 ans";"Professions intermédiaires";2;2;2;5
"Atuona";"Hiva Oa";"Hommes";"60-69 ans";"Employés";1;1;1;1
"Atuona";"Hiva Oa";"Hommes";"60-69 ans";"Ouvriers";2;3;2;3,5
"Atuona";"Hiva Oa";"Hommes";"60-69 ans";"Sans emploi";22;41;22;2,59090909090909
"Atuona";"Hiva Oa";"Hommes";"70-79 ans";"Agriculteurs exploitants";2;2;2;2
"Atuona";"Hiva Oa";"Hommes";"70-79 ans";"Artisans, commerçants et chefs d'entreprise";2;2;2;2
"Atuona";"Hiva Oa";"Hommes";"70-79 ans";"Sans emploi";13;27;13;2
"Atuona";"Hiva Oa";"Hommes";"80 ans et plus";"Ouvriers";;1;;
"Atuona";"Hiva Oa";"Hommes";"80 ans et plus";"Sans emploi";3;9;3;1,66666666666667
"Atuona";"Hiva Oa";"Femmes";"0-9 ans";"Né après le 22/08/1998";;156;;
"Atuona";"Hiva Oa";"Femmes";"10-19 ans";"Ouvriers";;1;;
"Atuona";"Hiva Oa";"Femmes";"10-19 ans";"Sans emploi";1;73;1;2
"Atuona";"Hiva Oa";"Femmes";"10-19 ans";"Né après le 22/08/1998";;70;;
"Atuona";"Hiva Oa";"Femmes";"20-29 ans";"Agriculteurs exploitants";1;2;1;4
"Atuona";"Hiva Oa";"Femmes";"20-29 ans";"Cadres et professions intellectuelles supérieures";;1;;
"Atuona";"Hiva Oa";"Femmes";"20-29 ans";"Professions intermédiaires";4;9;4;3,75
"Atuona";"Hiva Oa";"Femmes";"20-29 ans";"Employés";4;11;4;3,75
"Atuona";"Hiva Oa";"Femmes";"20-29 ans";"Ouvriers";3;14;3;4,33333333333333
"Atuona";"Hiva Oa";"Femmes";"20-29 ans";"Sans emploi";5;112;5;3
"Atuona";"Hiva Oa";"Femmes";"30-39 ans";"Agriculteurs exploitants";1;2;1;2
"Atuona";"Hiva Oa";"Femmes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";1;4;1;5
"Atuona";"Hiva Oa";"Femmes";"30-39 ans";"Professions intermédiaires";8;20;8;3
"Atuona";"Hiva Oa";"Femmes";"30-39 ans";"Employés";7;21;7;4,42857142857143
"Atuona";"Hiva Oa";"Femmes";"30-39 ans";"Ouvriers";1;8;1;2
"Atuona";"Hiva Oa";"Femmes";"30-39 ans";"Sans emploi";3;63;3;3
"Atuona";"Hiva Oa";"Femmes";"40-49 ans";"Agriculteurs exploitants";1;2;1;6
"Atuona";"Hiva Oa";"Femmes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";3;10;3;3
"Atuona";"Hiva Oa";"Femmes";"40-49 ans";"Professions intermédiaires";2;16;2;1,5
"Atuona";"Hiva Oa";"Femmes";"40-49 ans";"Employés";5;30;5;2
"Atuona";"Hiva Oa";"Femmes";"40-49 ans";"Ouvriers";4;8;4;3,75
"Atuona";"Hiva Oa";"Femmes";"40-49 ans";"Sans emploi";3;55;3;4,33333333333333
"Atuona";"Hiva Oa";"Femmes";"50-59 ans";"Agriculteurs exploitants";1;1;1;1
"Atuona";"Hiva Oa";"Femmes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";2;6;2;3
"Atuona";"Hiva Oa";"Femmes";"50-59 ans";"Cadres et professions intellectuelles supérieures";1;2;1;2
"Atuona";"Hiva Oa";"Femmes";"50-59 ans";"Professions intermédiaires";7;14;7;2,28571428571429
"Atuona";"Hiva Oa";"Femmes";"50-59 ans";"Employés";4;15;4;4
"Atuona";"Hiva Oa";"Femmes";"50-59 ans";"Ouvriers";1;6;1;1
"Atuona";"Hiva Oa";"Femmes";"50-59 ans";"Sans emploi";;47;;
"Atuona";"Hiva Oa";"Femmes";"60-69 ans";"Agriculteurs exploitants";;3;;
"Atuona";"Hiva Oa";"Femmes";"60-69 ans";"Artisans, commerçants et chefs d'entreprise";1;2;1;2
"Atuona";"Hiva Oa";"Femmes";"60-69 ans";"Cadres et professions intellectuelles supérieures";;1;;
"Atuona";"Hiva Oa";"Femmes";"60-69 ans";"Employés";3;3;3;1,66666666666667
"Atuona";"Hiva Oa";"Femmes";"60-69 ans";"Ouvriers";1;1;1;1
"Atuona";"Hiva Oa";"Femmes";"60-69 ans";"Sans emploi";5;42;5;1
"Atuona";"Hiva Oa";"Femmes";"70-79 ans";"Artisans, commerçants et chefs d'entreprise";1;1;1;3
"Atuona";"Hiva Oa";"Femmes";"70-79 ans";"Sans emploi";4;20;4;1
"Atuona";"Hiva Oa";"Femmes";"80 ans et plus";"Sans emploi";2;8;2;1
"Puamau";"Hiva Oa";"Hommes";"0-9 ans";"Né après le 22/08/1998";;23;;
"Puamau";"Hiva Oa";"Hommes";"10-19 ans";"Agriculteurs exploitants";;2;;
"Puamau";"Hiva Oa";"Hommes";"10-19 ans";"Ouvriers";1;1;1;2
"Puamau";"Hiva Oa";"Hommes";"10-19 ans";"Sans emploi";1;14;1;1
"Puamau";"Hiva Oa";"Hommes";"10-19 ans";"Né après le 22/08/1998";;15;;
"Puamau";"Hiva Oa";"Hommes";"20-29 ans";"Agriculteurs exploitants";10;22;10;3
